test_year,score,weather_stratum,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,event_deduplicated_cost_capture,event_deduplicated_aos_capture,selected_event_deduplicated_cost,total_event_deduplicated_cost,selected_event_deduplicated_aos,total_event_deduplicated_aos
2005,component_weather_transition_score,all matched,0.05,2720,228,136,77,0.33771929824561403,0.5661764705882353,0.0838235294117647,6.754385964912281,0.8467934497143994,0.4403097440309744,19434549.0,22950755.0,2047.0,4649.0
2005,component_weather_transition_score,all matched,0.1,2720,228,272,119,0.5219298245614035,0.4375,0.0838235294117647,5.219298245614035,0.9056523848561845,0.5214024521402452,20785406.0,22950755.0,2424.0,4649.0
2006,component_transition_score,all matched,0.05,3200,246,160,90,0.36585365853658536,0.5625,0.076875,7.317073170731708,0.332264426229964,0.6005473739085103,8604604.0,25896856.0,2304.0,3836.5
2006,component_transition_score,all matched,0.1,3200,246,320,138,0.5609756097560976,0.43125,0.076875,5.609756097560976,0.7581573994928188,0.8916981623875928,19633893.0,25896856.0,3421.0,3836.5
2006,component_transition_score,normal weather,0.05,2257,187,113,63,0.33689839572192515,0.5575221238938053,0.08285334514842711,6.7290237092423455,0.3101936815735571,0.6260771295380704,7680050.0,24758886.0,2216.0,3539.5
2006,component_transition_score,normal weather,0.1,2257,187,226,104,0.5561497326203209,0.46017699115044247,0.08285334514842711,5.554114807628602,0.7553398404112366,0.9275321373075293,18701373.0,24758886.0,3283.0,3539.5
2006,component_transition_score,adverse weather,0.05,943,59,48,23,0.3898305084745763,0.4791666666666667,0.06256627783669141,7.658545197740112,0.8117595367188942,0.31986531986531985,923758.0,1137970.0,95.0,297.0
2006,component_transition_score,adverse weather,0.1,943,59,95,35,0.5932203389830508,0.3684210526315789,0.06256627783669141,5.888492417484389,0.8194592124572704,0.45791245791245794,932520.0,1137970.0,136.0,297.0
2006,component_transition_score,low visibility,0.05,167,11,9,3,0.2727272727272727,0.3333333333333333,0.0658682634730539,5.06060606060606,0.0,0.27906976744186046,0.0,797.0,24.0,86.0
2006,component_transition_score,low visibility,0.1,167,11,17,6,0.5454545454545454,0.35294117647058826,0.0658682634730539,5.358288770053476,1.0,0.6395348837209303,797.0,797.0,55.0,86.0
2006,component_transition_score,precipitation,0.05,349,21,18,8,0.38095238095238093,0.4444444444444444,0.06017191977077364,7.386243386243386,0.9995938043669863,0.36507936507936506,391278.0,391437.0,23.0,63.0
2006,component_transition_score,precipitation,0.1,349,21,35,13,0.6190476190476191,0.37142857142857144,0.06017191977077364,6.172789115646259,0.9995938043669863,0.47619047619047616,391278.0,391437.0,30.0,63.0
2006,component_transition_score,low ceiling,0.05,797,48,40,18,0.375,0.45,0.060225846925972396,7.471875000000001,0.7845785839256203,0.3115942028985507,776692.0,989948.0,86.0,276.0
2006,component_transition_score,low ceiling,0.1,797,48,80,27,0.5625,0.3375,0.060225846925972396,5.6039062500000005,0.7926244610828044,0.42028985507246375,784657.0,989948.0,116.0,276.0
2006,weather_severity_only,all matched,0.05,3200,246,160,10,0.04065040650406504,0.0625,0.076875,0.8130081300813008,9.228919525984158e-05,0.02215561058256223,2390.0,25896856.0,85.0,3836.5
2006,weather_severity_only,all matched,0.1,3200,246,320,18,0.07317073170731707,0.05625,0.076875,0.7317073170731707,0.0151706060380457,0.030496546331291542,392871.0,25896856.0,117.0,3836.5
2006,component_weather_transition_score,all matched,0.05,3200,246,160,80,0.3252032520325203,0.5,0.076875,6.504065040650406,0.6212158726912641,0.1874104001042617,16087538.0,25896856.0,719.0,3836.5
2006,component_weather_transition_score,all matched,0.1,3200,246,320,123,0.5,0.384375,0.076875,5.0,0.9255472170058018,0.26717059820148575,23968763.0,25896856.0,1025.0,3836.5
2007,component_transition_score,all matched,0.05,3424,234,172,86,0.36752136752136755,0.5,0.0683411214953271,7.316239316239316,0.8181565012038647,0.6461802575107296,10773151.0,13167592.0,3764.0,5825.0
2007,component_transition_score,all matched,0.1,3424,234,343,131,0.5598290598290598,0.3819241982507289,0.0683411214953271,5.588497670130323,0.9454573774764589,0.9033476394849785,12449397.0,13167592.0,5262.0,5825.0
2007,component_transition_score,normal weather,0.05,2459,154,123,57,0.37012987012987014,0.4634146341463415,0.0626270841805612,7.399588216661388,0.7829072694633247,0.6573183213920164,7102624.0,9072114.0,3211.0,4885.0
2007,component_transition_score,normal weather,0.1,2459,154,246,84,0.5454545454545454,0.34146341463414637,0.0626270841805612,5.4523281596452335,0.955387024457585,0.905424769703173,8667380.0,9072114.0,4423.0,4885.0
2007,component_transition_score,adverse weather,0.05,965,80,49,29,0.3625,0.5918367346938775,0.08290155440414508,7.139030612244897,0.896238973814534,0.5882978723404255,3670527.0,4095478.0,553.0,940.0
2007,component_transition_score,adverse weather,0.1,965,80,97,47,0.5875,0.4845360824742268,0.08290155440414508,5.84471649484536,0.9240762616720197,0.9053191489361702,3784534.0,4095478.0,851.0,940.0
