test_year,dimension,stratum,score,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,event_deduplicated_cost_capture,event_deduplicated_aos_capture,selected_event_deduplicated_cost,total_event_deduplicated_cost,selected_event_deduplicated_aos,total_event_deduplicated_aos
1997,period,1995-2008,hierarchical_review_rule,0.1,3246,701,325,227,0.3238231098430813,0.6984615384615385,0.2159581022797289,3.2342455832327444,0.7078045058556269,0.4316920364944377,10652375.0,15049883.0,18122.0,41979.0
1998,species,known species,hierarchical_review_rule,0.05,1506,428,76,67,0.15654205607476634,0.881578947368421,0.28419654714475434,3.1020044269552383,0.6752523056233766,0.3886473668609821,16374102.0,24248865.0,7867.0,20242.0
1998,species,known species,hierarchical_review_rule,0.1,1506,428,151,122,0.2850467289719626,0.8079470198675497,0.28419654714475434,2.8429163829918918,0.704782842413449,0.7630174883904752,17090184.0,24248865.0,15445.0,20242.0
1998,species,unknown species,hierarchical_review_rule,0.05,1842,292,93,74,0.2534246575342466,0.7956989247311828,0.15852334419109662,5.019443216968626,0.8167089208837687,0.5322456700360584,10798166.0,13221560.0,2251.0,4229.25
1998,species,unknown species,hierarchical_review_rule,0.1,1842,292,185,125,0.4280821917808219,0.6756756756756757,0.15852334419109662,4.262310255460941,0.8513166373710818,0.7138381509723947,11255734.0,13221560.0,3019.0,4229.25
1998,size,known size,hierarchical_review_rule,0.05,3347,719,168,146,0.20305980528511822,0.8690476190476191,0.21481924111144307,4.045483144579111,0.739150303205795,0.6750370332533074,27696276.0,37470425.0,16519.0,24471.25
1998,size,known size,hierarchical_review_rule,0.1,3347,719,335,251,0.34909596662030595,0.7492537313432835,0.21481924111144307,3.4878334336661614,0.8311837669308528,0.7274250395872708,31144809.0,37470425.0,17801.0,24471.25
1998,airport,United States airport,hierarchical_review_rule,0.05,3064,607,154,126,0.20757825370675453,0.8181818181818182,0.1981070496083551,4.129998502321402,0.7631573846032502,0.6984787747969987,27479069.0,36007080.0,13591.0,19458.0
1998,airport,United States airport,hierarchical_review_rule,0.1,3064,607,307,217,0.357495881383855,0.7068403908794788,0.1981070496083551,3.5679719236486376,0.8563337543616422,0.7065988282454517,30834078.0,36007080.0,13749.0,19458.0
1998,airport,non-US or unknown airport,hierarchical_review_rule,0.05,284,113,15,15,0.13274336283185842,1.0,0.397887323943662,2.5132743362831858,0.12001066050726247,0.19907245798633622,175617.0,1463345.0,998.0,5013.25
1998,airport,non-US or unknown airport,hierarchical_review_rule,0.1,284,113,29,28,0.24778761061946902,0.9655172413793104,0.397887323943662,2.4266097039975585,0.19301463427968113,0.7280706128758789,282447.0,1463345.0,3650.0,5013.25
1998,source,FAA source,hierarchical_review_rule,0.05,2516,354,126,87,0.2457627118644068,0.6904761904761905,0.14069952305246422,4.907452246435297,0.2942003830867565,0.545377455632054,1918090.0,6519672.0,6753.0,12382.25
1998,source,FAA source,hierarchical_review_rule,0.1,2516,354,252,151,0.4265536723163842,0.5992063492063492,0.14069952305246422,4.25876602995247,0.44382570166106516,0.658846332451695,2893598.0,6519672.0,8158.0,12382.25
1998,source,operator or pilot source,hierarchical_review_rule,0.05,53,7,3,3,0.42857142857142855,1.0,0.1320754716981132,7.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
1998,source,operator or pilot source,hierarchical_review_rule,0.1,53,7,6,3,0.42857142857142855,0.5,0.1320754716981132,3.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0
1998,source,other source,hierarchical_review_rule,0.05,740,355,37,36,0.10140845070422536,0.972972972972973,0.4797297297297297,2.028169014084507,0.3794180387145993,0.4410328560787884,11743274.0,30950753.0,5329.0,12083.0
1998,source,other source,hierarchical_review_rule,0.1,740,355,74,72,0.2028169014084507,0.972972972972973,0.4797297297297297,2.028169014084507,0.8384082610203377,0.871472316477696,25949367.0,30950753.0,10530.0,12083.0
1998,period,1995-2008,hierarchical_review_rule,0.05,3348,720,168,146,0.20277777777777778,0.8690476190476191,0.21505376344086022,4.041071428571429,0.739150303205795,0.6750370332533074,27696276.0,37470425.0,16519.0,24471.25
1998,period,1995-2008,hierarchical_review_rule,0.1,3348,720,335,251,0.3486111111111111,0.7492537313432835,0.21505376344086022,3.4840298507462686,0.8311837669308528,0.7274250395872708,31144809.0,37470425.0,17801.0,24471.25
1999,species,known species,hierarchical_review_rule,0.05,1656,432,83,66,0.1527777777777778,0.7951807228915663,0.2608695652173913,3.0481927710843375,0.19761260032630712,0.2659845845790932,4544809.0,22998579.0,9697.0,36457.0
1999,species,known species,hierarchical_review_rule,0.1,1656,432,166,128,0.2962962962962963,0.7710843373493976,0.2608695652173913,2.955823293172691,0.46096665363542677,0.5431604355816442,10601578.0,22998579.0,19802.0,36457.0
1999,species,unknown species,hierarchical_review_rule,0.05,3242,416,163,91,0.21875,0.558282208588957,0.1283158544108575,4.350843558282208,0.45261824030382386,0.46524745269286755,2314935.0,5114542.0,2557.0,5496.0
1999,species,unknown species,hierarchical_review_rule,0.1,3242,416,325,160,0.38461538461538464,0.49230769230769234,0.1283158544108575,3.836686390532545,0.628356556657468,0.5245633187772926,3213756.0,5114542.0,2883.0,5496.0
1999,size,known size,hierarchical_review_rule,0.05,4881,841,245,178,0.2116527942925089,0.726530612244898,0.17230075804138495,4.216641995680556,0.4038333915327295,0.47263274442786307,11353017.0,28113121.0,19636.0,41546.0
1999,size,known size,hierarchical_review_rule,0.1,4881,841,489,313,0.37217598097502974,0.6400817995910021,0.17230075804138495,3.714909945069776,0.6845267375329832,0.6755885043084774,19244183.0,28113121.0,28068.0,41546.0
1999,airport,United States airport,hierarchical_review_rule,0.05,3912,669,196,147,0.21973094170403587,0.75,0.17101226993865032,4.385650224215246,0.41779019376996346,0.47839831401475236,11378419.0,27234768.0,17706.0,37011.0
1999,airport,United States airport,hierarchical_review_rule,0.1,3912,669,392,254,0.3796711509715994,0.6479591836734694,0.17101226993865032,3.7889631188798387,0.6891629478907255,0.630245062278782,18769193.0,27234768.0,23326.0,37011.0
1999,airport,non-US or unknown airport,hierarchical_review_rule,0.05,986,179,50,30,0.16759776536312848,0.6,0.1815415821501014,3.305027932960894,0.09988694750288324,0.6064346418454067,87736.0,878353.0,2997.0,4942.0
1999,airport,non-US or unknown airport,hierarchical_review_rule,0.1,986,179,99,60,0.33519553072625696,0.6060606060606061,0.1815415821501014,3.3384120534958526,0.5407734703473432,0.9599352488870903,474990.0,878353.0,4744.0,4942.0
1999,source,FAA source,hierarchical_review_rule,0.05,2737,408,137,83,0.2034313725490196,0.6058394160583942,0.14906832298136646,4.0641727493917275,0.3788357856977119,0.441588785046729,4115983.0,10864821.0,6237.0,14124.0
1999,source,FAA source,hierarchical_review_rule,0.1,2737,408,274,148,0.3627450980392157,0.5401459854014599,0.14906832298136646,3.6234793187347933,0.4261195835623983,0.5672613990370999,4629713.0,10864821.0,8012.0,14124.0
1999,source,operator or pilot source,hierarchical_review_rule,0.05,1309,118,66,26,0.22033898305084745,0.3939393939393939,0.09014514896867838,4.370056497175141,1.0,0.5909090909090909,807234.0,807234.0,13.0,22.0
1999,source,operator or pilot source,hierarchical_review_rule,0.1,1309,118,131,39,0.3305084745762712,0.29770992366412213,0.09014514896867838,3.302561780307931,1.0,0.6363636363636364,807234.0,807234.0,14.0,22.0
1999,source,other source,hierarchical_review_rule,0.05,816,321,41,39,0.12149532710280374,0.9512195121951219,0.39338235294117646,2.4180533394118986,0.07827316145074291,0.24285251914985434,1286864.0,16440680.0,6753.0,27807.0
1999,source,other source,hierarchical_review_rule,0.1,816,321,82,76,0.2367601246105919,0.926829268292683,0.39338235294117646,2.356051971734671,0.3796370953026274,0.5063473226166073,6241492.0,16440680.0,14080.0,27807.0
1999,period,1995-2008,hierarchical_review_rule,0.05,4898,848,245,178,0.2099056603773585,0.726530612244898,0.1731318905675786,4.196399691952253,0.4038333915327295,0.4680952494458084,11353017.0,28113121.0,19638.0,41953.0
1999,period,1995-2008,hierarchical_review_rule,0.1,4898,848,490,313,0.36910377358490565,0.6387755102040816,0.1731318905675786,3.6895311898344243,0.6845267375329832,0.6690820680285081,19244183.0,28113121.0,28070.0,41953.0
2000,species,known species,hierarchical_review_rule,0.05,1934,466,97,80,0.17167381974248927,0.8247422680412371,0.24095139607032057,3.422857395690456,0.3759993477792881,0.6050236364919213,9698884.0,25794949.0,34300.0,56692.0
2000,species,known species,hierarchical_review_rule,0.1,1934,466,194,138,0.296137339055794,0.711340206185567,0.24095139607032057,2.9522145037830185,0.5045924300916431,0.7670041628448458,13015936.0,25794949.0,43483.0,56692.0
2000,species,unknown species,hierarchical_review_rule,0.05,3714,427,186,107,0.2505854800936768,0.5752688172043011,0.11497038233710286,5.00362619928987,0.6024548290704588,0.2520226913419511,8641988.0,14344624.0,2710.0,10753.0
2000,species,unknown species,hierarchical_review_rule,0.1,3714,427,372,177,0.41451990632318503,0.47580645161290325,0.11497038233710286,4.1385132582911535,0.7136657607756048,0.4800520784897238,10237267.0,14344624.0,5162.0,10753.0
2000,size,known size,hierarchical_review_rule,0.05,5637,891,282,199,0.22334455667789002,0.7056737588652482,0.15806279936136242,4.464515127635695,0.49894962343152943,0.6416415673823054,20026833.0,40137986.0,43246.0,67399.0
2000,size,known size,hierarchical_review_rule,0.1,5637,891,564,346,0.388327721661055,0.6134751773049646,0.15806279936136242,3.8812116436229918,0.7375588550955198,0.7196397572664283,29604127.0,40137986.0,48503.0,67399.0
2000,airport,United States airport,hierarchical_review_rule,0.05,4485,723,225,161,0.22268326417704012,0.7155555555555555,0.16120401337792642,4.4388197325956655,0.5239633888401196,0.6294168488484417,20676277.0,39461301.0,37140.0,59007.0
2000,airport,United States airport,hierarchical_review_rule,0.1,4485,723,449,282,0.3900414937759336,0.6280623608017817,0.16120401337792642,3.896071491280762,0.7469808965497615,0.699018760486044,29476838.0,39461301.0,41247.0,59007.0
2000,airport,non-US or unknown airport,hierarchical_review_rule,0.05,1163,170,59,40,0.23529411764705882,0.6779661016949152,0.1461736887360275,4.638085742771684,0.18216733110020758,0.849253377577625,123559.0,678272.0,7166.0,8438.0
2000,airport,non-US or unknown airport,hierarchical_review_rule,0.1,1163,170,117,61,0.3588235294117647,0.5213675213675214,0.1461736887360275,3.5667672197083964,0.5323365847329685,0.8637117800426641,361069.0,678272.0,7288.0,8438.0
2000,source,FAA source,hierarchical_review_rule,0.05,3210,454,161,105,0.23127753303964757,0.6521739130434783,0.14143302180685358,4.6111855966289985,0.30730073953889214,0.5102140077821011,2692511.0,8761811.0,18882.0,37008.0
