airport_id,year,candidate_component_records,matched_component_records,weather_observations
DCA,2003,59,22,8719
DCA,2004,62,29,8658
DCA,2005,56,18,8149
DCA,2006,53,24,8308
DCA,2007,29,10,8679
DCA,2008,36,26,8746
DCA,2009,46,41,8714
DCA,2010,25,24,8718
DCA,2011,46,40,8752
DCA,2012,41,39,8741
DCA,2013,34,31,8718
DCA,2014,96,86,8722
DCA,2015,69,52,8702
DCA,2016,120,111,8690
DCA,2017,81,76,8727
DCA,2018,80,79,8712
DCA,2019,87,81,8728
DCA,2020,34,24,8750
DCA,2021,68,64,8724
DCA,2022,121,119,8720
DCA,2023,104,85,8733
DCA,2024,101,98,8752
DCA,2025,150,148,8726
HOU,2000,14,5,8726
HOU,2001,15,0,8711
HOU,2002,22,7,8728
HOU,2003,19,7,8700
HOU,2004,31,16,8748
HOU,2005,33,21,8735
HOU,2006,43,30,8735
HOU,2007,53,37,8735
HOU,2008,70,55,8754
HOU,2009,95,61,8731
HOU,2010,66,58,8733
HOU,2011,98,92,8813
HOU,2012,87,84,8753
HOU,2013,79,73,8730
HOU,2014,86,82,8732
HOU,2015,80,70,8725
HOU,2016,39,38,8759
HOU,2017,51,43,8733
HOU,2018,65,63,8735
HOU,2019,73,65,8734
HOU,2020,54,51,8758
HOU,2021,43,42,8729
HOU,2022,54,50,8731
HOU,2023,97,84,8738
HOU,2024,131,129,8763
HOU,2025,164,158,8725
TPA,2000,17,1,8638
TPA,2001,23,5,8731
TPA,2002,23,11,8716
TPA,2003,29,12,8727
TPA,2004,37,9,8735
TPA,2005,30,11,8722
TPA,2006,20,9,8723
TPA,2007,38,21,8708
TPA,2008,35,23,8697
TPA,2009,19,13,8704
TPA,2010,45,39,8696
TPA,2011,46,36,8705
TPA,2012,31,27,8749
TPA,2013,44,44,8713
TPA,2014,64,63,8728
TPA,2015,47,41,8702
TPA,2016,54,50,8749
TPA,2017,50,48,8705
TPA,2018,87,83,8583
TPA,2019,83,77,8726
TPA,2020,50,46,8751
TPA,2021,84,83,8733
TPA,2022,101,99,8729
TPA,2023,92,68,8736
TPA,2024,115,115,8751
TPA,2025,102,101,8726
SAT,2000,14,4,8558
SAT,2001,26,10,8677
SAT,2002,25,7,8615
SAT,2003,37,22,8728
SAT,2004,31,17,8716
SAT,2005,26,12,8678
SAT,2006,43,23,8711
SAT,2007,43,29,8621
SAT,2008,54,38,8533
SAT,2009,73,53,8682
SAT,2010,64,53,8667
SAT,2011,41,40,8536
SAT,2012,72,70,8767
SAT,2013,68,64,8178
SAT,2014,85,78,8730
SAT,2015,85,74,8733
SAT,2016,58,54,8755
SAT,2017,81,65,8731
SAT,2018,117,114,8733
SAT,2019,127,118,8731
SAT,2020,73,70,8760
SAT,2021,80,75,8736
SAT,2022,73,68,8732
SAT,2023,118,106,8736
SAT,2024,135,133,8760
SAT,2025,188,187,8736
OMA,2000,43,26,8754
OMA,2001,25,17,8728
OMA,2002,26,16,8721
OMA,2003,49,33,8732
OMA,2004,29,16,8756
OMA,2005,55,40,8735
OMA,2006,36,18,8734
OMA,2007,45,33,8730
OMA,2008,61,55,8758
OMA,2009,94,84,8732
OMA,2010,81,77,8734
OMA,2011,63,61,8835
OMA,2012,50,49,8757
OMA,2013,64,61,8734
OMA,2014,49,45,8733
OMA,2015,96,83,8734
OMA,2016,59,54,8757
OMA,2017,63,61,8735
OMA,2018,71,70,8726
OMA,2019,92,87,8734
OMA,2020,37,35,8758
OMA,2021,63,61,8734
OMA,2022,54,53,8734
OMA,2023,66,62,8736
OMA,2024,57,51,8761
OMA,2025,64,58,8643
PHX,2000,28,2,8724
PHX,2001,35,11,8702
PHX,2002,40,16,8659
PHX,2003,27,7,8732
PHX,2004,42,16,8748
PHX,2005,39,13,6116
PHX,2006,30,24,8695
PHX,2007,38,24,8688
PHX,2008,36,29,8732
PHX,2009,56,42,8722
PHX,2010,59,56,8722
PHX,2011,48,46,8727
PHX,2012,34,34,8747
PHX,2013,40,38,8723
PHX,2014,56,52,8731
PHX,2015,56,49,8710
PHX,2016,60,56,8757
PHX,2017,43,40,8724
PHX,2018,46,44,8713
PHX,2019,47,41,8730
PHX,2020,12,11,8749
PHX,2021,46,43,8723
PHX,2022,66,63,8730
PHX,2023,94,76,8730
PHX,2024,94,92,8751
PHX,2025,95,92,8727
STL,2000,34,9,8606
STL,2001,69,34,8594
STL,2002,65,18,8668
STL,2003,59,36,6716
STL,2004,45,28,8734
STL,2005,59,45,8734
STL,2006,42,35,8732
STL,2007,63,41,8730
STL,2008,70,60,8755
STL,2009,71,61,8727
STL,2010,64,58,8734
STL,2011,58,56,8743
STL,2012,91,85,8758
STL,2013,78,75,8733
STL,2014,70,68,8734
STL,2015,58,48,8732
STL,2016,80,75,8760
STL,2017,101,96,8736
STL,2018,123,117,8734
STL,2019,120,111,8732
STL,2020,62,55,8760
STL,2021,84,78,8736
STL,2022,138,131,8732
STL,2023,130,121,8751
STL,2024,144,141,8769
STL,2025,178,174,8710
SJC,2000,14,6,8684
SJC,2001,22,10,8635
SJC,2002,24,13,8712
SJC,2003,29,19,8703
SJC,2004,35,17,8748
SJC,2005,33,28,8729
SJC,2006,43,38,8733
SJC,2007,40,35,8732
SJC,2008,47,38,8758
SJC,2009,65,55,8735
SJC,2010,51,47,8735
SJC,2011,51,49,8736
SJC,2012,39,39,8759
SJC,2013,74,72,8734
SJC,2014,56,55,8735
SJC,2015,53,50,8734
SJC,2016,63,63,8758
SJC,2017,55,54,8736
SJC,2018,103,101,8705
SJC,2019,72,65,8726
SJC,2020,39,37,8749
SJC,2021,38,37,8732
SJC,2022,79,71,8723
SJC,2023,43,28,8736
SJC,2024,106,106,8756
SJC,2025,104,99,8720
OAK,2000,44,31,8671
OAK,2001,38,25,8689
OAK,2002,27,17,8713
OAK,2003,60,27,8707
OAK,2004,50,34,8743
OAK,2005,79,55,8700
OAK,2006,76,61,8717
OAK,2007,82,69,8708
OAK,2008,46,35,8747
OAK,2009,43,37,8726
OAK,2010,53,45,8717
OAK,2011,66,60,8731
OAK,2012,66,63,8758
OAK,2013,45,41,8718
OAK,2014,77,75,8719
OAK,2015,69,64,8708
OAK,2016,53,51,8757
OAK,2017,60,55,8721
OAK,2018,85,84,8719
OAK,2019,102,101,8733
OAK,2020,35,34,8750
OAK,2021,43,41,8710
OAK,2022,89,86,8725
OAK,2023,84,66,8731
OAK,2024,113,112,8758
OAK,2025,107,104,8730
MIA,2000,24,8,8630
MIA,2001,33,13,8564
MIA,2002,28,18,8618
MIA,2003,52,27,6140
MIA,2004,32,23,8718
MIA,2005,49,36,8735
MIA,2006,32,18,8732
MIA,2007,21,11,8734
MIA,2008,27,24,8756
MIA,2009,58,44,8732
MIA,2010,38,35,8734
MIA,2011,62,62,8739
MIA,2012,56,53,8756
MIA,2013,82,81,8730
MIA,2014,87,76,8727
MIA,2015,66,55,8730
MIA,2016,66,63,8759
MIA,2017,71,68,8731
MIA,2018,77,75,8732
MIA,2019,101,87,8727
MIA,2020,49,37,8747
MIA,2021,83,81,8727
MIA,2022,116,115,8731
MIA,2023,117,112,8735
MIA,2024,142,139,8760
MIA,2025,133,130,8723
JAX,2000,21,5,8546
JAX,2001,7,2,8730
JAX,2002,32,6,8722
JAX,2003,31,10,8704
JAX,2004,21,5,8751
JAX,2005,26,12,8730
JAX,2006,52,38,8734
JAX,2007,25,14,8733
JAX,2008,37,19,8750
JAX,2009,49,33,8732
JAX,2010,34,30,8732
JAX,2011,43,39,8743
JAX,2012,35,34,8758
JAX,2013,34,29,8735
JAX,2014,49,48,8732
JAX,2015,52,46,8728
JAX,2016,40,37,8758
JAX,2017,71,69,8734
JAX,2018,77,76,8726
JAX,2019,68,62,8729
JAX,2020,27,24,8754
JAX,2021,61,53,8731
JAX,2022,77,76,8729
JAX,2023,50,42,8734
JAX,2024,62,62,8758
JAX,2025,108,107,8730
MKE,2000,27,22,8655
MKE,2001,12,10,8732
MKE,2002,17,15,8718
MKE,2003,18,12,8725
MKE,2004,24,13,8724
MKE,2005,12,7,8732
MKE,2006,17,11,8731
MKE,2007,37,34,8728
MKE,2008,37,35,8753
MKE,2009,23,19,8728
MKE,2010,39,39,8727
MKE,2011,38,38,8886
MKE,2012,33,28,8756
MKE,2013,34,33,8731
MKE,2014,45,40,8732
MKE,2015,36,36,8734
MKE,2016,34,34,8754
MKE,2017,35,33,8731
MKE,2018,35,34,8731
MKE,2019,35,31,8732
MKE,2020,18,16,8756
MKE,2021,28,25,8733
MKE,2022,26,25,8728
MKE,2023,35,31,8737
MKE,2024,47,46,8761
MKE,2025,49,47,8726
GRR,2000,14,8,8542
GRR,2001,22,13,8702
GRR,2002,24,19,8702
GRR,2003,18,9,8723
GRR,2004,26,17,8734
GRR,2005,15,13,8713
GRR,2006,23,19,8749
GRR,2007,18,17,8673
GRR,2008,18,18,8724
GRR,2009,21,21,8720
GRR,2010,17,17,8721
GRR,2011,28,27,8719
GRR,2012,18,18,8756
GRR,2013,21,21,8710
GRR,2014,30,29,8710
GRR,2015,20,20,8710
GRR,2016,14,14,8748
GRR,2017,26,26,8711
GRR,2018,23,23,8711
GRR,2019,40,40,8717
GRR,2020,22,22,8722
GRR,2021,39,38,8726
GRR,2022,19,19,8722
GRR,2023,52,46,8723
GRR,2024,38,38,8749
GRR,2025,58,58,8719
OKC,2000,14,1,8655
OKC,2001,10,4,8731
OKC,2002,9,5,8706
OKC,2003,7,4,8710
OKC,2004,17,14,8738
OKC,2005,14,12,8677
OKC,2006,8,5,8693
OKC,2007,29,25,8687
OKC,2008,13,11,8723
OKC,2009,29,27,8697
OKC,2010,27,22,8702
OKC,2011,24,23,8694
OKC,2012,24,23,8725
OKC,2013,34,33,8717
OKC,2014,41,39,8726
OKC,2015,33,31,8706
OKC,2016,27,27,8757
OKC,2017,28,28,8717
OKC,2018,65,65,8708
OKC,2019,43,42,8728
OKC,2020,26,26,8736
OKC,2021,11,8,8706
OKC,2022,27,25,8694
OKC,2023,42,32,8736
OKC,2024,56,54,8752
OKC,2025,59,57,8727
DSM,2000,14,5,8737
DSM,2001,15,6,8710
DSM,2002,13,5,8731
DSM,2003,19,2,8732
DSM,2004,20,5,8743
DSM,2005,21,14,8733
DSM,2006,42,36,8732
DSM,2007,38,29,8726
DSM,2008,38,33,8746
DSM,2009,33,25,8730
DSM,2010,44,42,8730
DSM,2011,11,11,8738
DSM,2012,8,8,8749
DSM,2013,12,12,8712
DSM,2014,23,23,8732
DSM,2015,36,28,8726
DSM,2016,44,43,8753
DSM,2017,43,43,8728
DSM,2018,49,47,8728
DSM,2019,45,44,8728
DSM,2020,50,48,8752
DSM,2021,54,54,8732
DSM,2022,43,42,8735
DSM,2023,49,41,8737
DSM,2024,64,58,8760
DSM,2025,67,63,8733
MDT,2000,19,11,8510
MDT,2001,36,19,8648
MDT,2002,15,12,8718
MDT,2003,8,7,8713
MDT,2004,19,11,8572
MDT,2005,20,13,8692
MDT,2006,22,13,8691
MDT,2007,46,38,8630
MDT,2008,16,10,8693
MDT,2009,16,15,8674
MDT,2010,62,62,8719
MDT,2011,94,92,8713
MDT,2012,67,66,8742
MDT,2013,45,44,8706
MDT,2014,69,66,8725
MDT,2015,52,43,8693
MDT,2016,63,63,8736
MDT,2017,35,35,8687
MDT,2018,43,43,8705
MDT,2019,70,63,8720
MDT,2020,39,34,8713
MDT,2021,38,38,8722
MDT,2022,42,42,8705
MDT,2023,30,25,8710
MDT,2024,53,51,8751
MDT,2025,59,58,8729
BDL,2000,18,2,8678
BDL,2001,31,8,8720
BDL,2002,23,11,8709
BDL,2003,27,10,8706
BDL,2004,18,9,8742
BDL,2005,29,23,8726
BDL,2006,19,16,8694
BDL,2007,33,26,8696
BDL,2008,35,31,8691
BDL,2009,24,17,8717
BDL,2010,48,47,8703
BDL,2011,33,32,8722
BDL,2012,47,46,8747
BDL,2013,36,36,8721
BDL,2014,38,36,8729
BDL,2015,47,45,8711
BDL,2016,37,36,8756
BDL,2017,34,34,8710
BDL,2018,44,42,8723
BDL,2019,33,30,8725
BDL,2020,16,14,8750
BDL,2021,33,29,8727
BDL,2022,52,51,8729
BDL,2023,64,47,8737
BDL,2024,46,45,8752
BDL,2025,44,43,8726
ONT,2000,7,2,8683
ONT,2001,9,1,8682
ONT,2002,16,6,8700
ONT,2003,16,14,8714
ONT,2004,24,15,8700
ONT,2005,32,23,8721
ONT,2006,40,30,8717
ONT,2007,51,36,8564
ONT,2008,25,23,8749
ONT,2009,43,37,8726
ONT,2010,24,18,8722
ONT,2011,24,21,8727
ONT,2012,57,56,8752
ONT,2013,36,36,8681
ONT,2014,39,36,8732
ONT,2015,39,33,8713
ONT,2016,26,23,8757
ONT,2017,28,24,8721
ONT,2018,33,31,8719
ONT,2019,41,35,8729
ONT,2020,29,25,8744
ONT,2021,39,34,8730
ONT,2022,27,26,8732
ONT,2023,51,44,8727
ONT,2024,55,55,8752
ONT,2025,70,69,8725
SFB,2000,5,5,8658
SFB,2001,15,12,8650
SFB,2002,23,23,8680
SFB,2003,12,10,8699
SFB,2004,7,7,8687
SFB,2005,13,11,8713
SFB,2006,13,11,8721
SFB,2007,13,11,8726
SFB,2008,16,12,8748
SFB,2009,28,28,8731
SFB,2010,27,27,8713
SFB,2011,29,28,8714
SFB,2012,42,40,8756
SFB,2013,36,36,8723
SFB,2014,55,53,8720
SFB,2015,42,39,8726
SFB,2016,40,38,8757
SFB,2017,62,62,8726
SFB,2018,94,93,8727
SFB,2019,84,79,8721
SFB,2020,48,42,8749
SFB,2021,52,52,8728
SFB,2022,72,71,8729
SFB,2023,71,40,8735
SFB,2024,72,55,8764
SFB,2025,103,78,8590
SRQ,2000,6,2,8712
SRQ,2001,12,9,8347
SRQ,2002,7,3,8554
SRQ,2003,6,6,8647
SRQ,2004,5,4,8640
SRQ,2005,6,6,8720
SRQ,2006,9,8,8718
SRQ,2007,14,13,8712
SRQ,2008,6,5,8737
SRQ,2009,9,8,8717
SRQ,2010,4,4,8727
SRQ,2011,18,17,8723
SRQ,2012,14,14,8751
SRQ,2013,8,8,8731
SRQ,2014,14,12,8725
SRQ,2015,8,7,8729
SRQ,2016,19,19,8729
SRQ,2017,17,17,8731
SRQ,2018,19,19,8689
SRQ,2019,26,25,8657
SRQ,2020,31,30,8734
SRQ,2021,37,36,8730
SRQ,2022,45,45,8719
SRQ,2023,58,34,8734
SRQ,2024,43,41,8764
SRQ,2025,59,55,8680
LIT,2000,8,1,8521
LIT,2001,10,5,8547
LIT,2002,10,1,8563
LIT,2003,18,10,8569
LIT,2004,6,4,8716
LIT,2005,10,5,8693
LIT,2006,14,9,8695
LIT,2007,16,12,8691
LIT,2008,29,12,8719
LIT,2009,18,16,8703
LIT,2010,13,12,8718
LIT,2011,22,20,8713
LIT,2012,25,24,8755
LIT,2013,28,24,8718
LIT,2014,25,24,8732
LIT,2015,30,25,8702
LIT,2016,33,33,8743
LIT,2017,41,41,8722
LIT,2018,38,36,8717
LIT,2019,58,53,8715
LIT,2020,27,27,8735
LIT,2021,38,37,8685
LIT,2022,56,55,8699
LIT,2023,37,27,8706
LIT,2024,42,42,8736
LIT,2025,48,47,8685
RDU,2000,49,24,8578
RDU,2001,37,20,8717
RDU,2002,15,11,8728
RDU,2003,31,24,8733
RDU,2004,30,21,8741
RDU,2005,17,10,8730
RDU,2006,21,9,8715
RDU,2007,18,12,8713
RDU,2008,37,25,8722
RDU,2009,34,29,8725
RDU,2010,32,31,8726
RDU,2011,38,36,8725
RDU,2012,46,43,8755
RDU,2013,56,54,8722
RDU,2014,53,50,8732
RDU,2015,37,33,8715
RDU,2016,43,41,8750
RDU,2017,55,52,8729
RDU,2018,61,60,8719
RDU,2019,39,35,8727
RDU,2020,36,28,8747
RDU,2021,43,39,8727
RDU,2022,60,58,8730
RDU,2023,56,42,8734
RDU,2024,35,35,8751
RDU,2025,68,68,8719
LGB,2000,5,2,8627
LGB,2001,8,8,8676
LGB,2002,12,11,8676
LGB,2003,7,7,8716
LGB,2004,14,5,4713
LGB,2005,15,15,8709
LGB,2006,21,21,8712
LGB,2007,26,16,8703
LGB,2008,11,10,8752
LGB,2009,45,44,8579
LGB,2010,30,27,8509
LGB,2011,31,28,8709
LGB,2012,30,30,8707
LGB,2013,39,38,8712
LGB,2014,26,25,8714
LGB,2015,21,15,8644
LGB,2016,23,23,8740
LGB,2017,22,21,8721
LGB,2018,21,19,8716
LGB,2019,28,27,8707
LGB,2020,30,30,8733
LGB,2021,22,22,8718
LGB,2022,24,23,8729
LGB,2023,53,47,8708
LGB,2024,83,79,8224
LGB,2025,95,95,8455
RIC,2000,20,6,8697
RIC,2001,21,12,8713
RIC,2002,17,12,8719
RIC,2003,10,7,8718
RIC,2004,12,9,8742
RIC,2005,12,10,8708
RIC,2006,14,7,8719
RIC,2007,8,8,8700
RIC,2008,9,4,8737
RIC,2009,15,10,8697
RIC,2010,8,8,8721
RIC,2011,21,21,8730
RIC,2012,25,24,8756
RIC,2013,13,12,8723
RIC,2014,23,21,8725
RIC,2015,15,14,8702
RIC,2016,19,19,8738
RIC,2017,34,33,8726
RIC,2018,36,36,8720
RIC,2019,33,30,8730
RIC,2020,9,8,8743
RIC,2021,40,36,8721
RIC,2022,24,23,8719
RIC,2023,39,34,8730
RIC,2024,44,42,8735
RIC,2025,58,58,8724
PVD,2000,25,18,8669
PVD,2001,27,17,8719
PVD,2002,13,7,8709
PVD,2003,19,13,8709
PVD,2004,28,23,8730
PVD,2005,22,21,8727
PVD,2006,18,14,8708
PVD,2007,13,12,8701
PVD,2008,19,15,8738
PVD,2009,13,11,8700
PVD,2010,27,27,8689
PVD,2011,17,17,8729
PVD,2012,27,26,8742
PVD,2013,31,28,8697
PVD,2014,43,39,8717
PVD,2015,30,28,8679
PVD,2016,30,29,8722
PVD,2017,21,21,8659
PVD,2018,50,50,8682
PVD,2019,17,15,8678
PVD,2020,12,11,8709
PVD,2021,31,30,8699
PVD,2022,25,23,8695
PVD,2023,37,31,8720
PVD,2024,43,43,8726
PVD,2025,39,38,8691
ALB,2000,11,9,8590
ALB,2001,12,6,8722
ALB,2002,20,7,8679
ALB,2003,10,7,8675
ALB,2004,14,13,8754
ALB,2005,20,10,8724
ALB,2006,25,25,8699
ALB,2007,9,6,8685
ALB,2008,29,27,8713
ALB,2009,27,24,8713
ALB,2010,19,19,8719
ALB,2011,21,20,8736
ALB,2012,33,33,8751
ALB,2013,25,25,8709
ALB,2014,28,27,8729
ALB,2015,18,15,8711
ALB,2016,44,39,8754
ALB,2017,26,26,8711
ALB,2018,30,30,8720
ALB,2019,30,28,8728
ALB,2020,22,20,8749
ALB,2021,25,24,8716
ALB,2022,38,38,8724
ALB,2023,42,42,8734
ALB,2024,37,37,8762
ALB,2025,48,45,8704
ACY,2000,1,0,8687
ACY,2001,10,5,8657
ACY,2002,12,10,8679
ACY,2003,12,8,8706
ACY,2004,27,27,8725
ACY,2005,8,8,8724
ACY,2006,15,14,8729
ACY,2007,6,6,8724
ACY,2008,6,6,8751
ACY,2009,11,10,8720
ACY,2010,15,14,8711
ACY,2011,15,15,8716
ACY,2012,16,15,8640
ACY,2013,7,7,8696
ACY,2014,16,15,8719
ACY,2015,6,6,8650
ACY,2016,9,9,8745
ACY,2017,9,9,8702
ACY,2018,7,7,8717
ACY,2019,10,10,8582
ACY,2020,7,1,8701
ACY,2021,9,9,8703
ACY,2022,13,13,8700
ACY,2023,8,8,8687
ACY,2024,14,14,8753
ACY,2025,5,5,8713
MFE,2000,0,0,8678
MFE,2001,2,2,8531
MFE,2002,1,1,8617
MFE,2003,0,0,8588
MFE,2004,0,0,8700
MFE,2005,2,2,8635
MFE,2006,1,1,8407
MFE,2007,2,2,8517
MFE,2008,1,1,8664
MFE,2009,10,9,8663
MFE,2010,11,11,8642
MFE,2011,7,6,8523
MFE,2012,11,11,8752
MFE,2013,14,14,8691
MFE,2014,10,10,8717
MFE,2015,24,17,8704
MFE,2016,17,17,8751
MFE,2017,24,23,8711
MFE,2018,24,24,8667
MFE,2019,37,34,8721
MFE,2020,11,10,8728
MFE,2021,24,20,8614
MFE,2022,16,15,8693
MFE,2023,20,18,8690
MFE,2024,30,29,8740
MFE,2025,44,41,8652
CHS,2000,4,3,8700
CHS,2001,9,6,8713
CHS,2002,10,2,8725
CHS,2003,9,8,8733
CHS,2004,3,2,8758
CHS,2005,2,1,8724
CHS,2006,2,2,8726
CHS,2007,8,5,8713
CHS,2008,3,3,8724
CHS,2009,6,4,8692
CHS,2010,15,14,8712
CHS,2011,9,8,8715
CHS,2012,9,8,8757
CHS,2013,13,13,8722
CHS,2014,44,38,8715
CHS,2015,46,29,8705
CHS,2016,35,32,8754
CHS,2017,30,30,8727
CHS,2018,39,38,8720
CHS,2019,69,67,8729
CHS,2020,28,18,8740
CHS,2021,60,57,8729
CHS,2022,52,51,8727
CHS,2023,40,37,8734
CHS,2024,60,53,8752
CHS,2025,58,54,8734
BHM,2000,58,6,8420
BHM,2001,21,10,8550
BHM,2002,25,14,8721
BHM,2003,37,27,8725
BHM,2004,48,37,8741
BHM,2005,29,26,8720
BHM,2006,27,21,8707
BHM,2007,51,40,8648
BHM,2008,29,24,8675
BHM,2009,48,41,8718
BHM,2010,28,27,8711
BHM,2011,14,12,8713
BHM,2012,56,55,8744
BHM,2013,59,40,8710
BHM,2014,29,27,8715
BHM,2015,14,10,8696
BHM,2016,25,22,8741
BHM,2017,22,22,8706
BHM,2018,28,26,8711
BHM,2019,20,16,8725
BHM,2020,26,17,8729
BHM,2021,48,46,8726
BHM,2022,41,36,8707
BHM,2023,57,53,8729
BHM,2024,57,56,8751
BHM,2025,38,37,8718
BUF,2000,30,25,8746
BUF,2001,11,9,8709
BUF,2002,22,18,8720
BUF,2003,36,25,8700
BUF,2004,40,35,8730
BUF,2005,37,29,8728
BUF,2006,33,27,8707
BUF,2007,45,36,8712
BUF,2008,32,30,8744
BUF,2009,59,51,8706
BUF,2010,45,40,8732
BUF,2011,39,37,8740
BUF,2012,34,32,8757
BUF,2013,28,27,8728
BUF,2014,30,28,8735
BUF,2015,23,22,8730
BUF,2016,15,14,8750
BUF,2017,26,26,8730
BUF,2018,34,30,8730
BUF,2019,31,30,8728
BUF,2020,7,6,8752
BUF,2021,17,17,8693
BUF,2022,22,22,8726
BUF,2023,26,23,8738
BUF,2024,34,33,8759
BUF,2025,39,39,8727
DAY,2000,13,8,8712
DAY,2001,13,4,8730
DAY,2002,23,20,8709
DAY,2003,12,10,8724
DAY,2004,24,19,8392
DAY,2005,15,11,8704
DAY,2006,6,6,8724
DAY,2007,10,7,8710
DAY,2008,6,5,8742
DAY,2009,17,15,8722
DAY,2010,15,14,8709
DAY,2011,12,11,8720
DAY,2012,14,13,8757
DAY,2013,5,5,8725
DAY,2014,43,41,8727
DAY,2015,25,24,8711
DAY,2016,25,24,8757
DAY,2017,24,24,8729
DAY,2018,24,24,8733
DAY,2019,20,20,8733
DAY,2020,14,12,8757
DAY,2021,15,14,8734
DAY,2022,16,16,8732
DAY,2023,12,11,8737
DAY,2024,25,24,8759
DAY,2025,12,12,8733
HPN,2000,13,9,8114
HPN,2001,25,18,5976
HPN,2002,31,27,8710
HPN,2003,33,19,8689
HPN,2004,20,18,8722
HPN,2005,31,27,8720
HPN,2006,27,23,8726
HPN,2007,13,8,8731
HPN,2008,31,28,8755
HPN,2009,32,31,8720
HPN,2010,26,18,8733
HPN,2011,21,21,8737
HPN,2012,39,34,8728
HPN,2013,20,19,8731
HPN,2014,41,40,8728
HPN,2015,24,23,8720
HPN,2016,26,25,8755
HPN,2017,37,36,8721
HPN,2018,38,37,8733
HPN,2019,27,27,8697
HPN,2020,9,7,8749
HPN,2021,21,20,8711
HPN,2022,47,45,8727
HPN,2023,41,32,8727
HPN,2024,51,51,8756
HPN,2025,46,46,8710
COS,2000,9,5,8666
COS,2001,5,2,8729
COS,2002,8,3,8716
COS,2003,14,8,8727
COS,2004,18,13,8724
COS,2005,11,9,8725
COS,2006,6,3,8725
COS,2007,41,35,8664
COS,2008,21,18,8710
COS,2009,29,19,8667
COS,2010,13,12,8672
COS,2011,13,13,8684
COS,2012,13,13,8754
COS,2013,10,10,8722
COS,2014,21,21,8729
COS,2015,26,22,8712
COS,2016,16,12,8755
COS,2017,12,12,8726
COS,2018,20,20,8721
COS,2019,14,13,8730
COS,2020,5,5,8747
COS,2021,36,36,8725
COS,2022,29,28,8731
COS,2023,35,31,8736
COS,2024,31,31,8752
COS,2025,34,34,8731
BKL,2000,16,14,8601
BKL,2001,10,9,8290
BKL,2002,19,10,8571
BKL,2003,14,11,8429
BKL,2004,9,7,8662
BKL,2005,12,11,8694
BKL,2006,13,13,8668
BKL,2007,17,17,8646
BKL,2008,16,16,8706
BKL,2009,7,6,8718
BKL,2010,19,18,8695
BKL,2011,9,9,8695
BKL,2012,5,5,8752
BKL,2013,11,11,8712
BKL,2014,18,17,8716
BKL,2015,18,17,8692
BKL,2016,13,13,8705
BKL,2017,14,11,8723
BKL,2018,6,6,8710
BKL,2019,10,9,8723
BKL,2020,9,7,8744
BKL,2021,9,9,8721
BKL,2022,20,20,8730
BKL,2023,10,4,8734
BKL,2024,16,16,8756
BKL,2025,13,13,8729
DAB,2000,17,11,8671
DAB,2001,17,0,8713
DAB,2002,4,4,8710
DAB,2003,5,4,8704
DAB,2004,10,9,8719
DAB,2005,11,10,8711
DAB,2006,10,10,8732
DAB,2007,9,8,8730
DAB,2008,22,22,8753
DAB,2009,15,12,8726
DAB,2010,18,18,8732
DAB,2011,10,10,8743
DAB,2012,29,27,8752
DAB,2013,21,21,8725
DAB,2014,20,15,8728
DAB,2015,19,16,8728
DAB,2016,31,31,8756
DAB,2017,32,32,8736
DAB,2018,20,20,8730
DAB,2019,43,43,8732
DAB,2020,23,21,8757
DAB,2021,17,17,8725
DAB,2022,16,15,8732
DAB,2023,25,18,8737
DAB,2024,38,37,8761
DAB,2025,45,45,8719
SAN,2000,12,8,8716
SAN,2001,13,7,8728
SAN,2002,16,6,8728
SAN,2003,15,11,8730
SAN,2004,20,8,8733
SAN,2005,23,13,8729
SAN,2006,28,22,8730
SAN,2007,13,10,8735
SAN,2008,16,11,8755
SAN,2009,20,18,8731
SAN,2010,21,14,8730
SAN,2011,19,17,8733
SAN,2012,29,29,8754
SAN,2013,19,17,8731
SAN,2014,21,20,8726
SAN,2015,16,12,8731
SAN,2016,27,25,8755
SAN,2017,25,23,8734
SAN,2018,23,23,8735
SAN,2019,19,17,8735
SAN,2020,14,13,8757
SAN,2021,18,18,8735
SAN,2022,26,21,8732
SAN,2023,29,25,8732
SAN,2024,38,37,8759
SAN,2025,45,43,8731
SBA,2000,22,10,8745
SBA,2001,23,13,8680
SBA,2002,24,21,8710
SBA,2003,18,11,8717
SBA,2004,27,25,8714
SBA,2005,22,16,8703
SBA,2006,26,23,8658
SBA,2007,15,13,8712
SBA,2008,13,11,8729
SBA,2009,16,14,8724
SBA,2010,25,25,8696
SBA,2011,13,11,8725
SBA,2012,14,13,8750
SBA,2013,14,13,8719
SBA,2014,7,7,8714
SBA,2015,17,15,8706
SBA,2016,16,15,8753
SBA,2017,14,14,8703
SBA,2018,32,31,8682
SBA,2019,27,26,8724
SBA,2020,17,15,8077
SBA,2021,24,23,8729
SBA,2022,24,24,8629
SBA,2023,37,24,8671
SBA,2024,67,67,8732
SBA,2025,33,33,8664
IWA,2000,1,1,4889
IWA,2001,2,0,2990
IWA,2002,3,1,3321
IWA,2003,3,2,3496
IWA,2004,3,1,3815
IWA,2005,6,4,4176
IWA,2006,9,4,4449
IWA,2007,7,3,4053
IWA,2008,3,0,4261
IWA,2009,5,1,4835
IWA,2010,3,2,4494
IWA,2011,13,13,8200
IWA,2012,14,7,5210
IWA,2013,19,19,5415
