test_year,train_start,train_end,train_window,target,score,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift
2021,2016,2020,5,event_hard,component_phase_size_rate,0.1,11800,2042,1180,679,0.3325171400587659,0.5754237288135593,0.1730508474576271,3.325171400587659
2021,2016,2020,5,event_hard,component_phase_size_rate,0.2,11800,2042,2360,1064,0.5210577864838394,0.45084745762711864,0.1730508474576271,2.605288932419197
2021,2016,2020,5,event_hard,component_phase_size_mass_rate,0.01,11800,2042,118,97,0.047502448579823706,0.8220338983050848,0.1730508474576271,4.750244857982371
2021,2016,2020,5,event_hard,component_phase_size_mass_rate,0.05,11800,2042,590,406,0.19882468168462292,0.688135593220339,0.1730508474576271,3.9764936336924586
2021,2016,2020,5,event_hard,component_phase_size_mass_rate,0.1,11800,2042,1180,715,0.3501469147894221,0.6059322033898306,0.1730508474576271,3.501469147894222
2021,2016,2020,5,event_hard,component_phase_size_mass_rate,0.2,11800,2042,2360,1129,0.5528893241919687,0.47838983050847456,0.1730508474576271,2.7644466209598435
2021,2016,2020,5,event_hard,component_phase_size_mass_frequency,0.01,11800,2042,118,10,0.004897159647404506,0.0847457627118644,0.1730508474576271,0.48971596474045054
2021,2016,2020,5,event_hard,component_phase_size_mass_frequency,0.05,11800,2042,590,32,0.015670910871694418,0.05423728813559322,0.1730508474576271,0.31341821743388837
2021,2016,2020,5,event_hard,component_phase_size_mass_frequency,0.1,11800,2042,1180,59,0.02889324191968658,0.05,0.1730508474576271,0.28893241919686585
2021,2016,2020,5,event_hard,component_phase_size_mass_frequency,0.2,11800,2042,2360,109,0.05337904015670911,0.0461864406779661,0.1730508474576271,0.26689520078354556
2022,2017,2021,5,part_damage,phase_size_rate,0.01,13370,776,134,54,0.06958762886597938,0.40298507462686567,0.058040388930441285,6.94318356670257
2022,2017,2021,5,part_damage,phase_size_rate,0.05,13370,776,669,246,0.3170103092783505,0.36771300448430494,0.058040388930441285,6.335467615921594
2022,2017,2021,5,part_damage,phase_size_rate,0.1,13370,776,1337,355,0.4574742268041237,0.2655198204936425,0.058040388930441285,4.574742268041237
2022,2017,2021,5,part_damage,phase_size_rate,0.2,13370,776,2674,495,0.6378865979381443,0.18511593118922962,0.058040388930441285,3.189432989690722
2022,2017,2021,5,part_damage,species_phase_size_rate,0.01,13370,776,134,87,0.11211340206185567,0.6492537313432836,0.058040388930441285,11.186240190798584
2022,2017,2021,5,part_damage,species_phase_size_rate,0.05,13370,776,669,257,0.33118556701030927,0.3841554559043348,0.058040388930441285,6.618760883300202
2022,2017,2021,5,part_damage,species_phase_size_rate,0.1,13370,776,1337,393,0.5064432989690721,0.29394166043380704,0.058040388930441285,5.064432989690722
2022,2017,2021,5,part_damage,species_phase_size_rate,0.2,13370,776,2674,497,0.6404639175257731,0.18586387434554974,0.058040388930441285,3.202319587628866
2022,2017,2021,5,part_damage,component_only_rate,0.01,13370,776,134,54,0.06958762886597938,0.40298507462686567,0.058040388930441285,6.94318356670257
2022,2017,2021,5,part_damage,component_only_rate,0.05,13370,776,669,125,0.16108247422680413,0.18684603886397608,0.058040388930441285,3.2192416747569075
2022,2017,2021,5,part_damage,component_only_rate,0.1,13370,776,1337,195,0.25128865979381443,0.14584891548242335,0.058040388930441285,2.5128865979381447
2022,2017,2021,5,part_damage,component_only_rate,0.2,13370,776,2674,315,0.4059278350515464,0.11780104712041885,0.058040388930441285,2.029639175257732
2022,2017,2021,5,part_damage,component_phase_size_rate,0.01,13370,776,134,70,0.09020618556701031,0.5223880597014925,0.058040388930441285,9.000423142021848
2022,2017,2021,5,part_damage,component_phase_size_rate,0.05,13370,776,669,280,0.36082474226804123,0.41853512705530643,0.058040388930441285,7.211101351455473
