test_year,event_id,component,phase_bucket,size,aircraft_mass_class,part_damage,event_hard,cost,aos
1995,1084199.0,other,arrival,LARGE,1,1,1,0.0,0.0
1995,1503661.0,other,arrival,LARGE,1,1,1,0.0,0.0
1995,619136.0,other,arrival,LARGE,1,1,1,0.0,0.0
1995,621609.0,other,arrival,LARGE,1,1,1,73850.0,2160.0
1995,624104.0,other,arrival,LARGE,1,1,1,0.0,0.0
1995,634920.0,other,arrival,LARGE,1,1,1,0.0,0.0
1995,637668.0,other,arrival,LARGE,1,1,1,0.0,0.0
1995,616948.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1995,620117.0,wing_rotor,arrival,LARGE,1,0,1,165.0,2.0
1995,621609.0,wing_rotor,arrival,LARGE,1,1,1,73850.0,2160.0
1995,621705.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1995,621932.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1995,637747.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1995,1084140.0,other,arrival,LARGE,2,1,1,11765.0,360.0
1995,618707.0,other,arrival,LARGE,2,0,1,0.0,0.0
1995,1436999.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,613233.0,engine,departure,LARGE,4,0,1,0.0,0.0
1995,614543.0,engine,departure,LARGE,4,0,1,0.0,0.0
1995,614641.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,616167.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,616259.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,618874.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,620247.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,620745.0,engine,departure,LARGE,4,1,1,505944.0,44.0
1995,621706.0,engine,departure,LARGE,4,0,1,0.0,0.0
1995,621710.0,engine,departure,LARGE,4,1,1,0.0,0.0
1995,1503655.0,other,departure,LARGE,1,1,1,0.0,0.0
1995,613072.0,other,departure,LARGE,1,1,1,0.0,0.0
1995,618136.0,other,departure,LARGE,1,1,1,2110.0,0.0
1995,622992.0,other,departure,LARGE,1,1,1,0.0,0.0
1995,1448551.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,1482558.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,613462.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,613782.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,614057.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,620017.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,620026.0,wing_rotor,departure,LARGE,1,1,1,2110.0,168.0
1995,626908.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1995,1084140.0,wing_rotor,arrival,LARGE,2,1,1,11765.0,360.0
1995,615073.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1995,616872.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1995,617618.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1995,617881.0,wing_rotor,arrival,LARGE,2,1,1,71740.0,312.0
1995,618277.0,wing_rotor,arrival,LARGE,2,1,1,26375.0,336.0
1995,623665.0,wing_rotor,arrival,LARGE,2,0,1,0.0,0.0
1995,636055.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1995,1084540.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1995,617814.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1995,618469.0,lights,arrival,MEDIUM,4,1,1,0.0,2.0
1995,634614.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1995,1217383.0,wing_rotor,arrival,LARGE,3,1,1,22155.0,0.0
1995,1409477.0,landing_gear,arrival,LARGE,1,1,1,0.0,0.0
1995,614628.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1995,621609.0,landing_gear,arrival,LARGE,1,1,1,73850.0,2160.0
1995,623963.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1995,636127.0,landing_gear,arrival,LARGE,1,1,1,0.0,0.0
1995,617239.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,617382.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1995,617759.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,619057.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,619137.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,619733.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,620258.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,620759.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1995,621132.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1995,621269.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1996,1503659.0,other,arrival,LARGE,1,1,1,0.0,0.0
1996,619169.0,other,arrival,LARGE,1,1,1,11674.0,1440.0
1996,623125.0,other,arrival,LARGE,1,1,1,0.0,0.0
1996,623841.0,other,arrival,LARGE,1,1,1,0.0,0.0
1996,625188.0,other,arrival,LARGE,1,1,1,0.0,0.0
1996,628601.0,other,arrival,LARGE,1,1,1,0.0,0.0
1996,1101955.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,1502615.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,620411.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,621311.0,wing_rotor,departure,LARGE,1,1,1,26624.0,408.0
1996,622618.0,wing_rotor,departure,LARGE,1,1,1,167936.0,455.0
1996,623110.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,624198.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,624530.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,624667.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1996,617521.0,other,arrival,LARGE,2,1,1,30720.0,840.0
1996,621076.0,other,arrival,LARGE,2,1,1,0.0,0.0
1996,621255.0,other,arrival,LARGE,2,1,1,28672.0,96.0
1996,625024.0,other,arrival,LARGE,2,1,1,0.0,0.0
1996,1100814.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,1216764.0,wing_rotor,arrival,LARGE,1,1,1,30720.0,2880.0
1996,1609923.0,wing_rotor,arrival,LARGE,1,1,1,1024.0,0.0
1996,619169.0,wing_rotor,arrival,LARGE,1,1,1,11674.0,1440.0
1996,619737.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,620218.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,620536.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,621614.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,621936.0,wing_rotor,arrival,LARGE,1,0,1,11264.0,840.0
1996,622984.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,624794.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,624839.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1996,627814.0,wing_rotor,arrival,LARGE,1,1,1,1024.0,0.0
1996,1084461.0,wing_rotor,arrival,LARGE,2,1,1,20480.0,720.0
1996,620973.0,wing_rotor,arrival,LARGE,2,1,1,39533.0,48.0
1996,621819.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1996,623482.0,wing_rotor,arrival,LARGE,2,1,1,163840.0,1440.0
1996,626744.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1996,1101955.0,other,departure,LARGE,1,1,1,0.0,0.0
1996,624252.0,other,departure,LARGE,1,1,1,0.0,0.0
1996,624667.0,other,departure,LARGE,1,1,1,0.0,0.0
1996,1101861.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,1310911.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,1437895.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,1643254.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,1643574.0,engine,departure,LARGE,4,1,1,512000.0,20.0
1996,612414.0,engine,departure,LARGE,4,0,1,0.0,0.0
1996,615853.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,621781.0,engine,departure,LARGE,4,1,1,0.0,4.0
1996,622109.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,622368.0,engine,departure,LARGE,4,1,1,0.0,0.0
1996,622422.0,engine,departure,LARGE,4,1,1,0.0,24.0
1996,1084788.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1996,1409974.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1996,621874.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1996,624535.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1996,1311092.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1996,1437898.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1996,1643576.0,engine,departure,MEDIUM,5,0,1,0.0,5.0
1996,619501.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1996,627552.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1996,627588.0,engine,departure,MEDIUM,5,0,1,0.0,0.0
1996,629127.0,engine,departure,MEDIUM,5,0,1,0.0,0.0
1996,618298.0,other,arrival,LARGE,4,1,1,49629.0,48.0
1996,622063.0,other,arrival,LARGE,4,1,1,0.0,0.0
1996,628386.0,other,arrival,LARGE,4,1,1,0.0,0.0
1996,1410568.0,wing_rotor,departure,MEDIUM,2,0,1,0.0,0.5
1996,618720.0,wing_rotor,departure,MEDIUM,2,1,1,0.0,0.0
1996,621103.0,wing_rotor,departure,MEDIUM,2,1,1,0.0,0.0
1996,621130.0,wing_rotor,departure,MEDIUM,2,0,1,0.0,0.0
1996,637552.0,wing_rotor,departure,MEDIUM,2,1,1,0.0,0.0
1996,616143.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1996,619398.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1996,622057.0,wing_rotor,arrival,LARGE,3,1,1,12288.0,24.0
1996,624680.0,wing_rotor,arrival,LARGE,3,1,1,30720.0,0.0
1996,625036.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1996,626710.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1996,624682.0,nose,arrival,LARGE,2,1,1,0.0,0.0
1996,626744.0,nose,arrival,LARGE,2,1,1,0.0,0.0
1996,614260.0,engine,departure,LARGE,3,1,1,0.0,0.0
1996,618122.0,engine,departure,LARGE,3,1,1,411625.0,528.0
1996,621384.0,engine,departure,LARGE,3,1,1,246129.0,10.0
1996,622770.0,engine,departure,LARGE,3,1,1,4096.0,48.0
1996,622945.0,engine,departure,LARGE,3,1,1,0.0,0.0
1996,626793.0,engine,departure,LARGE,3,1,1,614.0,3.0
1996,618820.0,wing_rotor,enroute,LARGE,1,1,1,10650.0,408.0
1996,618965.0,wing_rotor,enroute,LARGE,1,1,1,0.0,0.0
1996,619529.0,wing_rotor,enroute,LARGE,1,1,1,8315.0,320.0
1996,620854.0,other,arrival,LARGE,3,1,1,0.0,0.0
1996,625843.0,wing_rotor,enroute,LARGE,1,1,1,10240.0,0.0
1996,627324.0,wing_rotor,enroute,LARGE,1,1,1,0.0,0.0
1996,620518.0,wing_rotor,departure,LARGE,3,1,1,1024.0,1.0
1996,621125.0,windshield,arrival,LARGE,1,1,1,0.0,0.0
1996,624839.0,windshield,arrival,LARGE,1,0,1,0.0,0.0
1997,617890.0,other,arrival,LARGE,1,1,1,0.0,0.0
1997,625363.0,other,arrival,LARGE,1,1,1,0.0,0.0
1997,626441.0,other,arrival,LARGE,1,1,1,0.0,0.0
1997,626940.0,other,arrival,LARGE,1,1,1,8008.0,0.0
1997,632607.0,other,arrival,LARGE,1,1,1,28028.0,1440.0
1997,635100.0,other,arrival,LARGE,1,1,1,0.0,0.0
1997,635975.0,other,arrival,LARGE,1,1,1,0.0,0.0
1997,1262205.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1997,623401.0,wing_rotor,departure,LARGE,1,0,1,0.0,0.0
1997,624419.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1997,625637.0,wing_rotor,departure,LARGE,1,1,1,20020.0,672.0
1997,628381.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1997,629340.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1997,637717.0,wing_rotor,departure,LARGE,1,0,1,18619.0,0.0
1997,974241.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1997,623857.0,other,arrival,LARGE,2,1,1,0.0,0.0
1997,1084570.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1997,1084649.0,wing_rotor,arrival,LARGE,2,1,1,20020.0,0.0
1997,1306187.0,wing_rotor,arrival,LARGE,2,1,1,0.0,15.0
1997,617797.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1997,625510.0,wing_rotor,arrival,LARGE,2,1,1,10715.0,192.0
1997,626448.0,wing_rotor,arrival,LARGE,2,1,1,16016.0,0.0
1997,629571.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1997,1084632.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1997,1406611.0,lights,arrival,MEDIUM,4,1,1,4004.0,12.0
1997,623235.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1997,623819.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1997,627821.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1997,1084945.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1997,621220.0,wing_rotor,arrival,LARGE,1,1,1,5606.0,1800.0
1997,622580.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1997,624275.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1997,626940.0,wing_rotor,arrival,LARGE,1,1,1,8008.0,0.0
1997,628743.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1997,630813.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1997,632607.0,wing_rotor,arrival,LARGE,1,1,1,28028.0,1440.0
1997,635829.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1997,1308112.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,1436940.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,1626187.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,618567.0,engine,departure,LARGE,4,0,1,0.0,0.0
1997,620988.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,622474.0,engine,departure,LARGE,4,0,1,0.0,0.0
1997,622789.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,623252.0,engine,departure,LARGE,4,1,1,0.0,3.0
1997,623506.0,engine,departure,LARGE,4,1,1,2202200.0,50.0
1997,624602.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,625049.0,engine,departure,LARGE,4,1,1,0.0,24.0
1997,625659.0,engine,departure,LARGE,4,1,1,0.0,5.0
1997,626020.0,engine,departure,LARGE,4,1,1,0.0,46.0
1997,626742.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,627812.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,628095.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,628446.0,engine,departure,LARGE,4,1,1,0.0,0.0
1997,624419.0,other,departure,LARGE,1,1,1,0.0,0.0
1997,629340.0,other,departure,LARGE,1,1,1,0.0,0.0
1997,635557.0,other,departure,LARGE,1,1,1,0.0,0.0
1997,974241.0,other,departure,LARGE,1,1,1,0.0,0.0
1997,1101891.0,engine,departure,LARGE,3,0,1,0.0,6.0
1997,1663884.0,engine,departure,LARGE,3,1,1,0.0,0.0
1997,623647.0,engine,departure,LARGE,3,1,1,0.0,0.0
1997,626094.0,engine,departure,LARGE,3,0,1,0.0,24.0
1997,630547.0,engine,departure,LARGE,3,1,1,0.0,0.0
1997,1365018.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1997,1365146.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1997,1437896.0,engine,departure,MEDIUM,5,1,1,3003000.0,0.0
1997,630234.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1997,636045.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1997,623047.0,wing_rotor,enroute,LARGE,1,1,1,1001.0,0.0
1997,623950.0,wing_rotor,enroute,LARGE,1,1,1,0.0,0.0
1997,1084944.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1997,1085024.0,wing_rotor,arrival,LARGE,3,1,1,400400.0,96.0
1997,1100789.0,wing_rotor,arrival,LARGE,3,1,1,60060.0,24.0
1997,622485.0,wing_rotor,arrival,LARGE,3,1,1,130130.0,48.0
1997,624092.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1997,629413.0,wing_rotor,arrival,LARGE,3,1,1,260260.0,504.0
1997,637254.0,wing_rotor,arrival,LARGE,3,1,1,0.0,0.0
1997,1101939.0,wing_rotor,departure,MEDIUM,2,1,1,50.0,2.0
1997,1101980.0,wing_rotor,departure,MEDIUM,2,1,1,20020.0,48.0
1997,1102019.0,wing_rotor,departure,MEDIUM,2,0,1,1001.0,4.0
1997,622119.0,wing_rotor,departure,MEDIUM,2,1,1,0.0,0.0
1997,624648.0,wing_rotor,departure,MEDIUM,2,0,1,0.0,0.0
1997,625276.0,wing_rotor,departure,MEDIUM,2,0,1,2002.0,0.0
1997,626082.0,wing_rotor,departure,MEDIUM,2,1,1,0.0,0.0
1997,626199.0,wing_rotor,departure,MEDIUM,2,1,1,0.0,0.0
1997,627299.0,wing_rotor,departure,MEDIUM,2,0,1,0.0,0.0
1997,635436.0,wing_rotor,departure,MEDIUM,2,0,1,0.0,0.0
1997,624036.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1997,624160.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1997,624211.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1997,624523.0,engine,departure,MEDIUM,4,1,1,0.0,17.0
1997,624534.0,engine,departure,MEDIUM,4,1,1,0.0,8.0
1997,624717.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1997,624854.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1997,624865.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1998,1348857.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,1411434.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,623270.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,625068.0,other,arrival,LARGE,1,1,1,59353.0,1440.0
1998,626857.0,other,arrival,LARGE,1,0,1,6110.0,0.0
1998,627015.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,628970.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,629723.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,630269.0,other,arrival,LARGE,1,1,1,3942.0,168.0
1998,635737.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,636386.0,other,arrival,LARGE,1,1,1,0.0,0.0
1998,627982.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1998,634862.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1998,1085026.0,wing_rotor,arrival,LARGE,2,1,1,5511.0,12.0
1998,625296.0,wing_rotor,arrival,LARGE,2,1,1,195129.0,0.0
1998,625395.0,wing_rotor,arrival,LARGE,2,1,1,157680.0,0.0
1998,626012.0,wing_rotor,arrival,LARGE,2,1,1,24638.0,96.0
1998,629793.0,wing_rotor,arrival,LARGE,2,0,1,25623.0,16.0
1998,630745.0,wing_rotor,arrival,LARGE,2,1,1,78840.0,84.0
1998,631148.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1998,631541.0,wing_rotor,arrival,LARGE,2,1,1,0.0,0.0
1998,1364688.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1367768.0,engine,departure,LARGE,4,1,1,409968.0,42.0
1998,1374695.0,engine,departure,LARGE,4,1,1,0.0,36.0
1998,1374710.0,engine,departure,LARGE,4,1,1,9855000.0,15.0
1998,1406252.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1436908.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1436937.0,engine,departure,LARGE,4,1,1,0.0,24.0
1998,1436941.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1437856.0,engine,departure,LARGE,4,1,1,2759400.0,98.0
1998,1511712.0,engine,departure,LARGE,4,1,1,578561.0,216.0
1998,1627323.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1643622.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1813680.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,621968.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,627078.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,627964.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,629384.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,631375.0,engine,departure,LARGE,4,1,1,663279.0,48.0
1998,631962.0,engine,departure,LARGE,4,0,1,0.0,1.0
1998,631973.0,engine,departure,LARGE,4,1,1,29565.0,48.0
1998,633133.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,633421.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,634224.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,635325.0,engine,departure,LARGE,4,1,1,0.0,0.0
1998,1084766.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1998,623268.0,lights,arrival,MEDIUM,4,1,1,0.0,0.0
1998,630873.0,lights,arrival,MEDIUM,4,1,1,31585.0,0.0
1998,630905.0,lights,arrival,MEDIUM,4,1,1,49.0,0.0
1998,1085026.0,other,arrival,LARGE,2,0,1,5511.0,12.0
1998,630803.0,other,arrival,LARGE,2,1,1,0.0,0.0
1998,631148.0,other,arrival,LARGE,2,1,1,0.0,0.0
1998,632688.0,other,arrival,LARGE,2,1,1,0.0,0.0
1998,633361.0,other,arrival,LARGE,2,1,1,0.0,0.0
1998,1782337.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,625068.0,wing_rotor,arrival,LARGE,1,0,1,59353.0,1440.0
1998,626088.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,626981.0,wing_rotor,arrival,LARGE,1,1,1,6899.0,504.0
1998,628410.0,wing_rotor,arrival,LARGE,1,1,1,78840.0,2160.0
1998,628615.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,628621.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,629150.0,wing_rotor,arrival,LARGE,1,1,1,1971.0,0.0
1998,629536.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,631544.0,wing_rotor,arrival,LARGE,1,1,1,5913.0,360.0
1998,631701.0,wing_rotor,arrival,LARGE,1,1,1,32522.0,840.0
1998,632994.0,wing_rotor,arrival,LARGE,1,1,1,6307.0,36.0
1998,633746.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,634740.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,635737.0,wing_rotor,arrival,LARGE,1,1,1,0.0,0.0
1998,1348863.0,other,departure,LARGE,1,0,1,0.0,0.0
1998,1507260.0,wing_rotor,departure,LARGE,2,1,1,492750.0,720.0
1998,619035.0,wing_rotor,departure,LARGE,2,1,1,2957.0,4.0
1998,623802.0,wing_rotor,departure,LARGE,2,1,1,985500.0,1680.0
1998,624186.0,wing_rotor,departure,LARGE,2,1,1,13797.0,336.0
1998,629798.0,wing_rotor,departure,LARGE,2,1,1,0.0,0.0
1998,629965.0,wing_rotor,departure,LARGE,2,1,1,0.0,0.0
1998,633539.0,wing_rotor,departure,LARGE,2,1,1,9855.0,2.0
1998,635808.0,wing_rotor,departure,LARGE,2,1,1,0.0,1632.0
1998,1277483.0,engine,departure,MEDIUM,5,1,1,0.0,0.0
1998,1367769.0,engine,departure,MEDIUM,5,1,1,269748.0,78.0
1998,632043.0,engine,departure,MEDIUM,5,1,1,0.0,336.0
1998,632970.0,engine,departure,MEDIUM,5,0,1,0.0,0.0
1998,1093212.0,engine,departure,LARGE,3,1,1,157680.0,72.0
1998,1122143.0,engine,departure,LARGE,3,1,1,0.0,0.0
1998,627390.0,engine,departure,LARGE,3,0,1,0.0,0.0
1998,629194.0,engine,departure,LARGE,3,1,1,0.0,0.0
1998,633680.0,engine,departure,LARGE,3,1,1,0.0,0.0
1998,626022.0,wing_rotor,departure,LARGE,3,1,1,0.0,0.0
1998,633680.0,wing_rotor,departure,LARGE,3,1,1,0.0,0.0
1998,625485.0,wing_rotor,enroute,LARGE,1,1,1,0.0,0.0
1998,626528.0,wing_rotor,enroute,LARGE,1,1,1,5913.0,336.0
1998,627148.0,wing_rotor,enroute,LARGE,1,1,1,55188.0,1176.0
1998,632781.0,wing_rotor,enroute,LARGE,1,1,1,21682.0,24.0
1998,1216768.0,windshield,enroute,LARGE,1,1,1,0.0,0.0
1998,627148.0,windshield,enroute,LARGE,1,1,1,55188.0,1176.0
1998,627615.0,windshield,enroute,LARGE,1,1,1,26609.0,960.0
1998,628816.0,windshield,enroute,LARGE,1,1,1,986.0,96.0
1998,627497.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,628230.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,628445.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,628530.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,628824.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1998,629037.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,629241.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1998,629361.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,630478.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,630538.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,630539.0,engine,departure,MEDIUM,4,1,1,0.0,0.0
1998,630836.0,engine,departure,MEDIUM,4,0,1,0.0,0.0
1999,627662.0,other,arrival,LARGE,1,1,1,96400.0,48.0
1999,636009.0,other,arrival,LARGE,1,1,1,0.0,0.0
1999,636508.0,other,arrival,LARGE,1,1,1,0.0,0.0
1999,1102582.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,1374039.0,engine,departure,LARGE,4,0,1,0.0,0.0
1999,1436945.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,1436947.0,engine,departure,LARGE,4,1,1,865672.0,77.0
1999,628630.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,629563.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,629898.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,630076.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,631202.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,631720.0,engine,departure,LARGE,4,1,1,57840.0,0.0
1999,632260.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,632528.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,633355.0,engine,departure,LARGE,4,1,1,0.0,36.0
1999,633701.0,engine,departure,LARGE,4,1,1,0.0,72.0
1999,634640.0,engine,departure,LARGE,4,1,1,289200.0,8.0
1999,635273.0,engine,departure,LARGE,4,0,1,463.0,8.0
1999,635889.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,636200.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,636570.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,636666.0,engine,departure,LARGE,4,1,1,0.0,0.0
1999,1102119.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1999,629809.0,wing_rotor,departure,LARGE,1,1,1,0.0,0.0
1999,632152.0,wing_rotor,departure,LARGE,1,0,1,0.0,0.0
