budget_share,test_years,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,hit_rate,lift,weighted_capture_rate,weighted_lift,capture_ci_low,capture_ci_high,weighted_capture_ci_low,weighted_capture_ci_high,lift_ci_low,lift_ci_high,weighted_lift_ci_low,weighted_lift_ci_high
0.05,26,149518,8564,7487,3175,0.3707379729098552,0.4240683852010151,7.403766559841823,0.3727974938646991,7.443347394775187,0.34452621895124197,0.39287361623616235,0.346715821598303,0.3949567092403722,6.879931094146963,7.8468603342613195,6.949421865493984,7.845369084960948
0.1,26,149518,8564,14961,4719,0.5510275572162541,0.31542009223982354,5.50688712651961,0.5536448136478195,5.517939103664984,0.5271961766044606,0.5734771136859012,0.529919960126097,0.5756505050354855,5.268528505849642,5.731415016222956,5.276746179051527,5.731778689805666
