test_year,score,gbif_stratum,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,event_deduplicated_cost_capture,event_deduplicated_aos_capture,selected_event_deduplicated_cost,total_event_deduplicated_cost,selected_event_deduplicated_aos,total_event_deduplicated_aos
2016,component_transition_score,high bird activity,0.1,3042,156,305,93,0.5961538461538461,0.30491803278688523,0.05128205128205128,5.945901639344262,0.596372549536766,0.5294117647058824,3391684.0,5687190.0,1359.0,2567.0
2016,component_transition_score,low bird activity,0.05,3185,149,160,65,0.436241610738255,0.40625,0.046781789638932494,8.68393456375839,0.3894268658189805,0.3060826387657386,1420158.0,3646790.0,1726.0,5639.0
2016,component_transition_score,low bird activity,0.1,3185,149,319,90,0.6040268456375839,0.28213166144200624,0.046781789638932494,6.030800950958321,0.9531099953657874,0.6071998581308743,3475792.0,3646790.0,3424.0,5639.0
2016,gbif_occurrence_only,all matched,0.05,6227,305,312,14,0.04590163934426229,0.04487179487179487,0.04898024731010117,0.916120218579235,0.16535400761518665,0.05252254447964904,1543411.0,9333980.0,431.0,8206.0
2016,gbif_occurrence_only,all matched,0.1,6227,305,623,36,0.1180327868852459,0.05778491171749599,0.04898024731010117,1.1797594926716313,0.39989436446189086,0.10394833048988544,3732606.0,9333980.0,853.0,8206.0
2017,component_transition_score,all matched,0.05,6376,346,319,138,0.3988439306358382,0.43260188087774293,0.05426599749058971,7.971877434903147,0.8867102578052931,0.6183155080213903,14153091.0,15961348.0,3700.0,5984.0
2017,component_transition_score,all matched,0.1,6376,346,638,187,0.5404624277456648,0.29310344827586204,0.05426599749058971,5.4012357982858274,0.8935567346818076,0.691677807486631,14262370.0,15961348.0,4139.0,5984.0
2017,component_transition_score,high bird activity,0.05,2912,164,146,63,0.38414634146341464,0.4315068493150685,0.05631868131868132,7.661877714667558,0.8082777023916257,0.6561665776828617,5870799.0,7263344.0,2458.0,3746.0
2017,component_transition_score,high bird activity,0.1,2912,164,292,90,0.5487804878048781,0.3082191780821918,0.05631868131868132,5.472769796191113,0.824468178844345,0.7343833422317139,5988396.0,7263344.0,2751.0,3746.0
2017,component_transition_score,low bird activity,0.05,3464,182,174,78,0.42857142857142855,0.4482758620689655,0.05254041570438799,8.532019704433498,0.9476843192990024,0.49955317247542447,8242962.0,8698004.0,1118.0,2238.0
2017,component_transition_score,low bird activity,0.1,3464,182,347,98,0.5384615384615384,0.2824207492795389,0.05254041570438799,5.375304810463312,0.9524999068751865,0.6336014298480787,8284848.0,8698004.0,1418.0,2238.0
2017,gbif_occurrence_only,all matched,0.05,6376,346,319,23,0.06647398843930635,0.07210031347962383,0.05426599749058971,1.3286462391505247,0.07005680221996287,0.12115641711229946,1118201.0,15961348.0,725.0,5984.0
2017,gbif_occurrence_only,all matched,0.1,6376,346,638,36,0.10404624277456648,0.05642633228840126,0.05426599749058971,1.0398101002047584,0.11123816108764749,0.14822860962566844,1775511.0,15961348.0,887.0,5984.0
2018,component_transition_score,all matched,0.05,7321,359,367,162,0.45125348189415043,0.44141689373297005,0.04903701680098347,9.001707741000207,0.5597329294452739,0.7815991999652159,3515284.0,6280288.0,8988.0,11499.5
2018,component_transition_score,all matched,0.1,7321,359,733,229,0.637883008356546,0.31241473396998637,0.04903701680098347,6.370997959315516,0.7552042199338629,0.8677768598634723,4742900.0,6280288.0,9979.0,11499.5
2018,component_transition_score,high bird activity,0.05,3589,178,180,78,0.43820224719101125,0.43333333333333335,0.049595987740317635,8.737265917602997,0.42557493717041955,0.6627857747671465,629087.0,1478205.0,3131.0,4724.0
2018,component_transition_score,high bird activity,0.1,3589,178,359,111,0.6235955056179775,0.30919220055710306,0.049595987740317635,6.234218021345185,0.5829766507351822,0.7487298899237934,861759.0,1478205.0,3537.0,4724.0
2018,component_transition_score,low bird activity,0.05,3732,181,187,84,0.46408839779005523,0.44919786096256686,0.0484994640943194,9.261913906697787,0.6010302195942886,0.8644380488524832,2886197.0,4802083.0,5857.0,6775.5
2018,component_transition_score,low bird activity,0.1,3732,181,374,118,0.6519337016574586,0.3155080213903743,0.0484994640943194,6.505391910656779,0.8047551447986218,0.9506309497454063,3864501.0,4802083.0,6441.0,6775.5
2018,gbif_occurrence_only,all matched,0.05,7321,359,367,15,0.04178272980501393,0.04087193460490463,0.04903701680098347,0.833491457500019,0.01478658303568244,0.0528718639940867,92864.0,6280288.0,608.0,11499.5
2018,gbif_occurrence_only,all matched,0.1,7321,359,733,30,0.08356545961002786,0.040927694406548434,0.04903701680098347,0.8346285536221201,0.14925669013905093,0.06991608330796992,937375.0,6280288.0,804.0,11499.5
2019,component_transition_score,all matched,0.05,7552,333,378,143,0.4294294294294294,0.3783068783068783,0.04409427966101695,8.57950013505569,0.7004381613453055,0.5765058577570906,11445549.0,16340556.0,2776.8500000000004,4816.69
2019,component_transition_score,all matched,0.1,7552,333,756,198,0.5945945945945946,0.2619047619047619,0.04409427966101695,5.93965393965394,0.9664106900646465,0.7511361536656916,15791688.0,16340556.0,3617.9900000000002,4816.69
2019,component_transition_score,high bird activity,0.05,3473,173,174,72,0.4161849710982659,0.41379310344827586,0.04981284192340916,8.306956348415387,0.7157268720206483,0.6520776114113582,3905524.0,5456724.0,1619.2,2483.14
2019,component_transition_score,high bird activity,0.1,3473,173,348,95,0.5491329479768786,0.27298850574712646,0.04981284192340916,5.480283702079596,0.9657950447924433,0.7504369467690103,5270077.0,5456724.0,1863.44,2483.14
2019,component_transition_score,low bird activity,0.05,4079,160,204,71,0.44375,0.3480392156862745,0.03922530031870557,8.87282475490196,0.6927152128037257,0.4918043324548437,7539396.0,10883832.0,1147.65,2333.5499999999993
2019,component_transition_score,low bird activity,0.1,4079,160,408,105,0.65625,0.25735294117647056,0.03922530031870557,6.560891544117646,0.9655635074117278,0.7460950054637786,10509031.0,10883832.0,1741.05,2333.5499999999993
2019,gbif_occurrence_only,all matched,0.05,7552,333,378,16,0.04804804804804805,0.042328042328042326,0.04409427966101695,0.9599440710551821,0.004638397861125411,0.06442183325063477,75794.0,16340556.0,310.3,4816.69
2019,gbif_occurrence_only,all matched,0.1,7552,333,756,37,0.1111111111111111,0.04894179894179894,0.04409427966101695,1.1099353321575542,0.004746227729337973,0.2042273843656121,77556.0,16340556.0,983.7,4816.69
2020,component_transition_score,all matched,0.05,4291,214,215,81,0.37850467289719625,0.3767441860465116,0.04987182474947564,7.554249076287763,0.9266315245539759,0.16521916768808734,9930938.0,10717246.0,283.07,1713.2999999999997
2020,component_transition_score,all matched,0.1,4291,214,430,118,0.5514018691588785,0.2744186046511628,0.04987182474947564,5.502477722234297,0.9361249149268385,0.36845269363217187,10032681.0,10717246.0,631.27,1713.2999999999997
2020,component_transition_score,high bird activity,0.05,2001,126,101,40,0.31746031746031744,0.39603960396039606,0.06296851574212893,6.289486091466291,0.23845596185285486,0.053030794165316045,210182.0,881429.0,40.9,771.25
2020,component_transition_score,high bird activity,0.1,2001,126,201,63,0.5,0.31343283582089554,0.06296851574212893,4.977611940298508,0.3856396828332174,0.14119935170178283,339914.0,881429.0,108.9,771.25
2020,component_transition_score,low bird activity,0.05,2290,88,115,43,0.48863636363636365,0.3739130434782609,0.03842794759825328,9.730237154150197,0.9768648603364621,0.251759460750491,9608264.0,9835817.0,237.17,942.0499999999997
2020,component_transition_score,low bird activity,0.1,2290,88,229,54,0.6136363636363636,0.23580786026200873,0.03842794759825328,6.136363636363636,0.9862144649498867,0.5417652990817898,9700225.0,9835817.0,510.36999999999995,942.0499999999997
2020,gbif_occurrence_only,all matched,0.05,4291,214,215,18,0.08411214953271028,0.08372093023255814,0.04987182474947564,1.6787220169528365,0.02147016127090859,0.11597501896924065,230101.0,10717246.0,198.7,1713.3
2020,gbif_occurrence_only,all matched,0.1,4291,214,430,35,0.16355140186915887,0.08139534883720931,0.04987182474947564,1.6320908498152578,0.021655749993981663,0.1642152571061694,232090.0,10717246.0,281.35,1713.3
2021,component_transition_score,all matched,0.05,6426,303,322,129,0.42574257425742573,0.40062111801242234,0.04715219421101774,8.49634093844167,0.971324018881778,0.7794046366796865,35082278.0,36117997.0,6898.3,8850.729999999998
2021,component_transition_score,all matched,0.1,6426,303,643,179,0.5907590759075908,0.27838258164852253,0.04715219421101774,5.903915741496389,0.9893134162450924,0.9346686657484752,35732019.0,36117997.0,8272.5,8850.729999999998
2021,component_transition_score,high bird activity,0.05,3001,148,151,63,0.42567567567567566,0.41721854304635764,0.04931689436854382,8.459951673527833,0.9821076962485743,0.7775522712692253,32627356.0,33221770.0,3260.3,4193.030000000001
2021,component_transition_score,high bird activity,0.1,3001,148,301,88,0.5945945945945946,0.292358803986711,0.04931689436854382,5.928167370027835,0.9966535798664551,0.9298526363989763,33110596.0,33221770.0,3898.9,4193.030000000001
2021,component_transition_score,low bird activity,0.05,3425,155,172,66,0.4258064516129032,0.38372093023255816,0.04525547445255475,8.478994748687171,0.823032863100855,0.8012538377310688,2383690.0,2896227.0,3732.0,4657.700000000001
2021,component_transition_score,low bird activity,0.1,3425,155,343,92,0.5935483870967742,0.26822157434402333,0.04525547445255475,5.926831562117934,0.9128010338968596,0.9497820812847539,2643679.0,2896227.0,4423.799999999999,4657.700000000001
2021,gbif_occurrence_only,all matched,0.05,6426,303,322,16,0.052805280528052806,0.049689440993788817,0.04715219421101774,1.0538097287989667,0.0026095024040231245,0.02360257289511712,94250.0,36117997.0,208.9,8850.730000000001
2021,gbif_occurrence_only,all matched,0.1,6426,303,643,47,0.1551155115511551,0.07309486780715396,0.04715219421101774,1.5501901667616218,0.08720998564787522,0.145620756705944,3149850.0,36117997.0,1288.85,8850.730000000001
2022,component_transition_score,all matched,0.05,7445,337,373,135,0.40059347181008903,0.36193029490616624,0.04526527871054399,7.99575977915848,0.7813342295039405,0.6986524923249644,12808187.0,16392712.0,4829.1,6912.0199999999995
2022,component_transition_score,all matched,0.1,7445,337,745,192,0.56973293768546,0.25771812080536916,0.04526527871054399,5.693505665863422,0.8206127210677525,0.7737463143914514,13452068.0,16392712.0,5348.15,6912.0199999999995
2022,component_transition_score,high bird activity,0.05,3574,169,179,60,0.35502958579881655,0.33519553072625696,0.04728595411303861,7.088691282932795,0.8264009366605582,0.3991074670794871,12052004.0,14583725.0,835.3,2092.9199999999996
2022,component_transition_score,high bird activity,0.1,3574,169,358,91,0.5384615384615384,0.2541899441340782,0.04728595411303861,5.37559088955737,0.8721464509238894,0.5481814880645224,12719144.0,14583725.0,1147.3,2092.9199999999996
2022,component_transition_score,low bird activity,0.05,3871,168,194,72,0.42857142857142855,0.3711340206185567,0.0433996383363472,8.551546391752577,0.3572623794421961,0.8272914029590587,646283.0,1808987.0,3986.8,4819.1
2022,component_transition_score,low bird activity,0.1,3871,168,388,100,0.5952380952380952,0.25773195876288657,0.0433996383363472,5.938573883161511,0.4051571404327394,0.871708410284078,732924.0,1808987.0,4200.85,4819.1
2022,gbif_occurrence_only,all matched,0.05,7445,337,373,17,0.050445103857566766,0.045576407506702415,0.04526527871054399,1.0068734536718085,0.0001738577484921348,0.006647839560649419,2850.0,16392712.0,45.95,6912.02
2022,gbif_occurrence_only,all matched,0.1,7445,337,745,39,0.11572700296735905,0.052348993288590606,0.04526527871054399,1.1564933383785077,0.0015308632275123238,0.017599775463612664,25095.0,16392712.0,121.65,6912.02
2023,component_transition_score,all matched,0.05,8811,355,441,144,0.4056338028169014,0.32653061224489793,0.040290545908523434,8.104397815464214,0.8059993477027174,0.5162801656170596,12175917.0,15106609.0,4776.97,9252.670000000004
2023,component_transition_score,all matched,0.1,8811,355,882,207,0.5830985915492958,0.23469387755102042,0.040290545908523434,5.825035929864904,0.8884930430118367,0.7778208884570613,13422117.0,15106609.0,7196.92,9252.670000000004
2023,component_transition_score,high bird activity,0.05,4241,191,213,77,0.4031413612565445,0.3615023474178404,0.045036547983966044,8.026866258633827,0.8129887031574123,0.5256832112749881,9530243.0,11722479.0,1444.22,2747.3199999999997
2023,component_transition_score,high bird activity,0.1,4241,191,425,109,0.5706806282722513,0.2564705882352941,0.045036547983966044,5.69472128118263,0.9102538805998287,0.6671665477629108,10670432.0,11722479.0,1832.92,2747.3199999999997
2023,component_transition_score,low bird activity,0.05,4570,164,229,67,0.40853658536585363,0.2925764192139738,0.03588621444201313,8.152891681755246,0.708887365438089,0.4903271922340842,2398967.0,3384130.0,3189.75,6505.35
2023,component_transition_score,low bird activity,0.1,4570,164,457,98,0.5975609756097561,0.21444201312910285,0.03588621444201313,5.975609756097562,0.8032809023294022,0.8378488474870683,2718407.0,3384130.0,5450.5,6505.35
2023,gbif_occurrence_only,all matched,0.05,8811,355,441,24,0.0676056338028169,0.05442176870748299,0.040290545908523434,1.3507329692440357,0.4642574650604911,0.10690643889817752,7013356.0,15106609.0,989.1700000000001,9252.669999999998
2023,gbif_occurrence_only,all matched,0.1,8811,355,882,36,0.10140845070422536,0.04081632653061224,0.040290545908523434,1.0130497269330268,0.464725538338882,0.1220209950208967,7020427.0,15106609.0,1129.02,9252.669999999998
2024,component_transition_score,all matched,0.05,9594,344,480,157,0.4563953488372093,0.32708333333333334,0.03585574317281635,9.12220203488372,0.9632745394730364,0.5743444196894364,23773029.0,24679391.0,5449.69,9488.539999999992
2024,component_transition_score,all matched,0.1,9594,344,960,215,0.625,0.22395833333333334,0.03585574317281635,6.24609375,0.9813588998205021,0.7363767239216998,24219340.0,24679391.0,6987.139999999999,9488.539999999992
2024,component_transition_score,high bird activity,0.05,4379,186,219,85,0.45698924731182794,0.3881278538812785,0.04247545101621375,9.137698237344724,0.9608243455009323,0.7547030524631261,17955036.0,18687116.0,3046.54,4036.7400000000002
2024,component_transition_score,high bird activity,0.1,4379,186,438,113,0.6075268817204301,0.2579908675799087,0.04247545101621375,6.07388176952914,0.9792298608303175,0.785965903179298,18298982.0,18687116.0,3172.74,4036.7400000000002
2024,component_transition_score,low bird activity,0.05,5215,158,261,75,0.47468354430379744,0.28735632183908044,0.030297219558964524,9.48457733158737,0.9692033493122395,0.4397446714846472,5807733.0,5992275.0,2397.4,5451.800000000001
2024,component_transition_score,low bird activity,0.1,5215,158,522,100,0.6329113924050633,0.19157088122605365,0.030297219558964524,6.323051554391581,0.9881115269242483,0.7128104479254557,5921036.0,5992275.0,3886.1,5451.800000000001
2024,gbif_occurrence_only,all matched,0.05,9594,344,480,35,0.10174418604651163,0.07291666666666667,0.03585574317281635,2.033611918604651,0.35446089411201437,0.03842530041502699,8747879.0,24679391.0,364.59999999999997,9488.539999999995
2024,gbif_occurrence_only,all matched,0.1,9594,344,960,58,0.1686046511627907,0.06041666666666667,0.03585574317281635,1.6849927325581393,0.48355488188505136,0.08101351735883501,11933840.0,24679391.0,768.6999999999999,9488.539999999995
2025,component_transition_score,all matched,0.05,10493,390,525,151,0.3871794871794872,0.2876190476190476,0.037167635566568186,7.738427350427351,0.6943643150788461,0.5285583619552593,11011255.0,15858037.0,4836.79,9150.909999999996
2025,component_transition_score,all matched,0.1,10493,390,1050,220,0.5641025641025641,0.20952380952380953,0.037167635566568186,5.637264957264958,0.7788887111311444,0.6095885545809107,12351646.0,15858037.0,5578.289999999999,9150.909999999996
2025,component_transition_score,high bird activity,0.05,5094,203,255,87,0.42857142857142855,0.3411764705882353,0.039850804868472714,8.561344537815126,0.8640676657224806,0.8015045895521652,9591336.0,11100214.0,4050.7000000000003,5053.869999999999
2025,component_transition_score,high bird activity,0.1,5094,203,510,124,0.6108374384236454,0.24313725490196078,0.039850804868472714,6.101188061431469,0.9535263013848202,0.8734593489741528,10584346.0,11100214.0,4414.35,5053.869999999999
2025,component_transition_score,low bird activity,0.05,5399,187,270,64,0.3422459893048128,0.23703703703703705,0.03463604371179848,6.843652208358091,0.2984388027885863,0.19186778747583622,1419919.0,4757823.0,786.09,4097.04
2025,component_transition_score,low bird activity,0.1,5399,187,540,96,0.5133689839572193,0.17777777777777778,0.03463604371179848,5.132739156268569,0.3713252888978846,0.2845810634018706,1766700.0,4757823.0,1165.94,4097.04
2025,gbif_occurrence_only,all matched,0.05,10493,390,525,23,0.05897435897435897,0.04380952380952381,0.037167635566568186,1.1787008547008548,0.012437731101270605,0.07869709132752917,197238.0,15858037.0,720.15,9150.91
2025,gbif_occurrence_only,all matched,0.1,10493,390,1050,45,0.11538461538461539,0.04285714285714286,0.037167635566568186,1.153076923076923,0.494262499198356,0.15961800520385402,7838033.0,15858037.0,1460.6499999999999,9150.91
