test_year,score,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,event_deduplicated_cost_capture,event_deduplicated_aos_capture,selected_event_deduplicated_cost,total_event_deduplicated_cost,selected_event_deduplicated_aos,total_event_deduplicated_aos
1996,hierarchical_review_rule,0.1,2533,576,254,179,0.3107638888888889,0.7047244094488189,0.2273983418870904,3.0990745297462814,0.501038065548248,0.6932554138838292,5416951.0,10811456.0,13701.5,19764.0
1996,hierarchical_review_rule,0.2,2533,576,507,308,0.5347222222222222,0.6074950690335306,0.2273983418870904,2.6715017532325223,0.7696811604283457,0.836267961951022,8321374.0,10811456.0,16528.0,19764.0
1996,historical_frequency,0.01,2533,576,26,0,0.0,0.0,0.2273983418870904,0.0,0.0003788573897909773,0.00010119409026512852,4096.0,10811456.0,2.0,19764.0
1996,historical_frequency,0.025,2533,576,64,0,0.0,0.0,0.2273983418870904,0.0,0.0003788573897909773,0.00010119409026512852,4096.0,10811456.0,2.0,19764.0
1996,historical_frequency,0.05,2533,576,127,21,0.036458333333333336,0.16535433070866143,0.2273983418870904,0.7271571522309712,0.2636847432945202,0.016595830803481076,2850816.0,10811456.0,328.0,19764.0
1996,historical_frequency,0.1,2533,576,254,58,0.10069444444444445,0.2283464566929134,0.2273983418870904,1.0041694006999127,0.284938679859586,0.02947277878971868,3080602.0,10811456.0,582.5,19764.0
1996,historical_frequency,0.2,2533,576,507,99,0.171875,0.1952662721893491,0.2273983418870904,0.8586969921104537,0.29583082981607656,0.03362173649058895,3198362.0,10811456.0,664.5,19764.0
1997,hierarchical_review_rule,0.01,3246,701,33,29,0.04136947218259629,0.8787878787878788,0.2159581022797289,4.069251718324471,0.005227881173561283,0.050596726934896016,78679.0,15049883.0,2124.0,41979.0
1997,hierarchical_review_rule,0.025,3246,701,82,70,0.09985734664764621,0.8536585365853658,0.2159581022797289,3.9528896002226785,0.05216864476620848,0.2556278139069535,785132.0,15049883.0,10731.0,41979.0
1997,hierarchical_review_rule,0.05,3246,701,163,126,0.1797432239657632,0.7730061349693251,0.2159581022797289,3.579426410999186,0.47702158216113705,0.2904547511851164,7179119.0,15049883.0,12193.0,41979.0
1997,hierarchical_review_rule,0.1,3246,701,325,227,0.3238231098430813,0.6984615384615385,0.2159581022797289,3.2342455832327444,0.7078045058556269,0.4316920364944377,10652375.0,15049883.0,18122.0,41979.0
1997,hierarchical_review_rule,0.2,3246,701,650,395,0.5634807417974322,0.6076923076923076,0.2159581022797289,2.8139361351914847,0.8425664837394417,0.6813644917696944,12680527.0,15049883.0,28603.0,41979.0
1997,historical_frequency,0.01,3246,701,33,0,0.0,0.0,0.2159581022797289,0.0,0.0,4.7642869053574406e-05,0.0,15049883.0,2.0,41979.0
