test_year,score,budget_share,test_component_records,selected_component_records,target_records,captured_target_records,damage_capture_rate,selected_damage_rate,damage_lift,hard_records,captured_hard_records,hard_capture_rate,selected_hard_rate,hard_lift,total_event_cost,selected_event_cost,event_cost_capture_rate,total_event_aos,selected_event_aos,event_aos_capture_rate
2007,hierarchical_component_transition,0.05,6847,343,672,223,0.3318452380952381,0.6501457725947521,6.624327537137304,1388,275,0.19812680115273776,0.8017492711370262,3.955026844002319,46097712.0,32910723.0,0.713933980063913,60145.0,41378.0,0.6879707373846538
2007,hierarchical_component_transition,0.1,6847,685,672,347,0.5163690476190477,0.5065693430656935,5.161429005908933,1388,467,0.33645533141210376,0.6817518248175183,3.3630797871221527,46097712.0,38365548.0,0.8322657749260961,60145.0,49760.0,0.827333942971153
2007,component_phase_size_mass_rate,0.05,6847,343,672,210,0.3125,0.6122448979591837,6.238155976676385,1388,261,0.18804034582132564,0.760932944606414,3.75368002285311,46097712.0,34011893.0,0.7378217166179527,60145.0,39873.0,0.6629478759664145
2007,component_phase_size_mass_rate,0.1,6847,685,672,345,0.5133928571428571,0.5036496350364964,5.131680135557874,1388,460,0.3314121037463977,0.6715328467153284,3.3126695975935547,46097712.0,37772126.0,0.8193926414395578,60145.0,48485.0,0.8061351733311165
2007,component_phase_size_mass_frequency,0.05,6847,343,672,16,0.023809523809523808,0.04664723032069971,0.47528807441343884,1388,28,0.020172910662824207,0.08163265306122448,0.4026936422984179,46097712.0,387036.0,0.008395991540751524,60145.0,84.0,0.0013966248233435864
2007,component_phase_size_mass_frequency,0.1,6847,685,672,23,0.03422619047619048,0.033576642335766425,0.3421120090371915,1388,49,0.035302593659942365,0.07153284671532846,0.352871326700183,46097712.0,985962.0,0.021388523577916405,60145.0,130.0,0.0021614431789841217
2007,posterior_expected_burden,0.05,6847,343,672,223,0.3318452380952381,0.6501457725947521,6.624327537137304,1388,276,0.1988472622478386,0.8046647230320699,3.9694087597986907,46097712.0,11990188.0,0.2601037552579616,60145.0,44053.0,0.7324465874137501
2007,posterior_expected_burden,0.1,6847,685,672,350,0.5208333333333334,0.5109489051094891,5.206052311435523,1388,476,0.34293948126801155,0.6948905109489051,3.4278928879446346,46097712.0,38807818.0,0.8418599604249339,60145.0,50717.0,0.8432454900656746
2007,posterior_damage_gated_burden,0.05,6847,343,672,220,0.3273809523809524,0.641399416909621,6.535211023184784,1388,272,0.19596541786743515,0.793002915451895,3.911881096613203,46097712.0,11996818.0,0.2602475801835892,60145.0,40958.0,0.6809876132679358
2007,posterior_damage_gated_burden,0.1,6847,685,672,353,0.5252976190476191,0.5153284671532846,5.250675616962113,1388,476,0.34293948126801155,0.6948905109489051,3.4278928879446346,46097712.0,38837110.0,0.8424953932637698,60145.0,51655.0,0.8588411339263446
2007,posterior_tail_burden,0.05,6847,343,672,220,0.3273809523809524,0.641399416909621,6.535211023184784,1388,272,0.19596541786743515,0.793002915451895,3.911881096613203,46097712.0,11950348.0,0.259239504121159,60145.0,43982.0,0.731266106908305
2007,posterior_tail_burden,0.1,6847,685,672,354,0.5267857142857143,0.5167883211678832,5.265550052137643,1388,476,0.34293948126801155,0.6948905109489051,3.4278928879446346,46097712.0,38837110.0,0.8424953932637698,60145.0,51655.0,0.8588411339263446
2007,posterior_event_tail_burden,0.05,6847,343,672,221,0.3288690476190476,0.6443148688046647,6.564916527835623,1388,276,0.1988472622478386,0.8046647230320699,3.9694087597986907,46097712.0,11990188.0,0.2601037552579616,60145.0,44045.0,0.7323135755258127
2007,posterior_event_tail_burden,0.1,6847,685,672,342,0.5089285714285714,0.4992700729927007,5.087056830031282,1388,481,0.3465417867435158,0.7021897810218978,3.4639001661793474,46097712.0,39440135.0,0.8555768451154365,60145.0,54629.0,0.9082883032671045
2007,risk_guarded_tail_burden,0.05,6847,343,672,220,0.3273809523809524,0.641399416909621,6.535211023184784,1388,272,0.19596541786743515,0.793002915451895,3.911881096613203,46097712.0,11950348.0,0.259239504121159,60145.0,43982.0,0.731266106908305
2007,risk_guarded_tail_burden,0.1,6847,685,672,354,0.5267857142857143,0.5167883211678832,5.265550052137643,1388,476,0.34293948126801155,0.6948905109489051,3.4278928879446346,46097712.0,38837110.0,0.8424953932637698,60145.0,51655.0,0.8588411339263446
2008,hierarchical_component_transition,0.05,6390,320,628,210,0.3343949044585987,0.65625,6.677448248407643,1341,258,0.19239373601789708,0.80625,3.8418624161073827,26687995.0,19849964.0,0.7437787664453624,43087.0,33663.0,0.7812797363473901
2008,hierarchical_component_transition,0.1,6390,639,628,339,0.5398089171974523,0.5305164319248826,5.398089171974522,1341,462,0.34451901565995524,0.7230046948356808,3.4451901565995526,26687995.0,22893595.0,0.8578237143704501,43087.0,37986.0,0.881611622995335
